pathway	140A	146A	151A	156A	158A	161A	162A	167A	258A	259A	260A	261A	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B
PWY-5677	506.7292130117588	396.74505003848026	1520.456771089765	677.9695826954808	536.9145912316965	367.6431263075848	529.3294131774007	262.0459453539219	0.0	1830.340607197637	1621.227082092343	849.2945523801322	17.617410253462484	23.625856444339163	11.765070954397162	25.65697913296483	85.58572430593982	0.0	0.0	62.63452401057263	1652.6464308221273	150.45525833312902	314.9244359700223	204.6034272189664
PWY-5679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5686	35406.20239396845	29137.38227852519	34404.88772727219	32128.614438536228	28738.746223311464	39373.60458342562	33199.72692285798	40366.69012804307	26644.82140475781	32070.71743193913	35508.34483362586	26814.061835315744	12838.787943144802	16775.64175540797	36908.72661854931	13312.26118110486	2620.8308121656323	18302.73235447999	12462.846467847745	41424.22936907944	22840.724600654383	21368.92150990933	20560.645891579083	25848.970080256844
PWY-5695	24212.05142803256	17677.94115622762	17284.80951903467	19303.50925222193	20277.06757841628	28060.218268687124	20662.51800174582	19646.35775030988	23696.27641214758	22044.514778322977	24422.083140393308	22811.82052392612	5902.729482286263	10944.25119907538	5623.472852498128	7075.819593387761	2123.472704646221	7855.061236606887	3627.0905531258377	2569.8472696529825	18232.226647562617	4651.155433324834	7587.527180430582	8539.665159474223
PWY-5705	2378.4701895193007	2588.083777496212	2380.547392714464	3001.874048538732	2087.3155444935005	2016.5216189377136	1833.886600977072	120.44160231660231	0.0	382.9758643183301	160.4746247319514	125.97297297297295	396.7301322019297	1744.2317333804633	231.6373132138504	374.5132926961657	56.41948635765189	1263.3355983309143	53.26468698030389	15.241004552797769	1109.9454235262851	179.86015882320092	503.7694832306859	184.2077415389549
PWY-5741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.46560338609767	0.0	0.0	0.0	14.66885669582183	0.0	0.0	266.3512329930324	0.0	46.03523278227168	24.00204239574973
PWY-5744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	2263.8469873844497	2429.87247045446	2329.115189804824	2839.0449254512164	2028.9745082156485	708.6072358393685	555.5352530588149	33.594114301961895	0.0	0.0	0.0	0.0	1011.9618680155714	2180.385446477173	735.1005442235476	592.0860551067017	606.9143722618245	570.6700602553703	492.0267464124222	256.0817306753617	2397.5361368362364	346.7522690672783	594.8207575469783	248.0081446095581
PWY-5837	4354.133440545137	4133.248358126399	3605.897773070886	4490.403206241496	3521.569060678864	3390.340229479474	2802.909144682443	785.7425103201564	8555.465494530667	798.8501493715503	1069.5888765833608	536.291363017851	1043.6015252468026	1982.22255157244	387.6651041574296	722.0637612583342	165.84118839236325	1192.1082739537012	446.6031644317787	127.69712494481266	4404.736651574799	1449.1837076899096	1904.132680101544	1229.5801255351837
PWY-5838	10326.59569295	8734.365558381085	6070.521795024052	7928.708953458461	7319.250458183994	8424.307382306853	6233.906158697107	2369.962729615068	15762.481705456205	2479.873187570726	3246.823093880664	1718.9803093832777	2062.386149173178	3424.1876566762994	978.8386934556888	1243.3990427736526	433.3858628497616	2128.2695296583006	979.948469617939	331.60867435768625	7701.351268400182	2632.4683299856965	3324.417782785311	1999.4967762594767
PWY-5840	10517.969232149844	9028.567469097923	6422.129278169182	8302.50880768935	7526.564279572802	8565.34742251981	6416.093863737804	2397.283266919626	15657.912467066984	2492.78934486719	3271.258549651697	1719.7849080385752	2152.7720204727057	3582.2179291376374	1013.7953178268908	1310.7047100816555	435.9810583614307	2240.859074574238	1024.1867938566622	341.1322745053148	7829.569443539421	2989.306683320025	3572.8846087250417	2166.9303051585543
PWY-5845	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	6617.957557955135	7087.976198635772	5433.036033901227	995.145853579707	0.0	0.0	99.76949012764436	0.0	1401.9632090762614	3263.757601528188	790.2839276342337	1032.5097792581792	116.31770434876486	1833.8318462004463	375.3630211952029	78.02352333099425	5344.2915675601	1177.0312620112418	2280.30172482668	1209.642050326956
PWY-5850	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	6617.957557955135	7087.976198635772	5433.036033901227	995.145853579707	0.0	0.0	99.76949012764436	0.0	1401.9632090762614	3263.757601528188	790.2839276342337	1032.5097792581792	116.31770434876486	1833.8318462004463	375.3630211952029	78.02352333099425	5344.2915675601	1177.0312620112418	2280.30172482668	1209.642050326956
PWY-5855	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	3324.5368403315947	2524.6324138111872	2347.106771231594	134.10187776131644	388.50254490434	0.0	0.0	0.0	1849.3462838694663	2809.8861115192785	1003.2039850266856	1020.8201952063142	838.1582561044415	1707.0706974630546	842.1791565326643	422.5075096036833	3957.253614437757	741.0784215594482	950.7930913215986	374.87516191920366
PWY-5856	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	3324.5368403315947	2524.6324138111872	2347.106771231594	134.10187776131644	388.50254490434	0.0	0.0	0.0	1849.3462838694663	2809.8861115192785	1003.2039850266856	1020.8201952063142	838.1582561044415	1707.0706974630546	842.1791565326643	422.5075096036833	3957.253614437757	741.0784215594482	950.7930913215986	374.87516191920366
PWY-5857	3790.884582127037	3572.1971164277456	3141.585539999161	3960.5679850618176	3324.5368403315947	2524.6324138111872	2347.106771231594	134.10187776131644	388.50254490434	0.0	0.0	0.0	1849.3462838694663	2809.8861115192785	1003.2039850266856	1020.8201952063142	838.1582561044415	1707.0706974630546	842.1791565326643	422.5075096036833	3957.253614437757	741.0784215594482	950.7930913215986	374.87516191920366
PWY-5860	7135.548795596177	6817.383429992667	6206.611903201718	7490.429456020412	5866.293190568	5599.426388755125	4688.9041601284325	689.2774535668235	0.0	0.0	66.66455398752319	0.0	1214.7718623246956	3501.496747833425	642.3781451300848	1059.619079870052	80.7959362466647	1863.8751807025249	282.32251118454235	54.75743791935649	4343.315327577389	915.2932329074348	2047.4972241480616	1088.2189883313213
PWY-5861	8446.833687845368	7692.433362806246	6766.255012018563	8245.746050273212	6722.76214630682	6895.60489530729	5624.286840522936	1734.9087272247878	13522.745534372098	1754.245833939786	2337.491392813484	1190.8952504438157	2080.79955422502	3787.02809363522	839.5659595506758	1434.030614281829	339.8743627196977	2362.082932280901	928.8417869633864	280.83641053365653	6928.250991903372	2577.5799445113043	3548.6123607211057	2330.539549674221
PWY-5862	7135.548795596177	6817.383429992667	6206.611903201718	7490.429456020412	5866.293190568	5599.426388755125	4688.9041601284325	689.2774535668235	0.0	0.0	66.66455398752319	0.0	1214.7718623246956	3501.496747833425	642.3781451300848	1059.619079870052	80.7959362466647	1863.8751807025249	282.32251118454235	54.75743791935649	4343.315327577389	915.2932329074348	2047.4972241480616	1088.2189883313213
PWY-5863	4871.540861535202	4605.624708857644	4045.983259367176	5005.385905771025	3937.224867975289	3818.757100833864	3157.618941992021	895.1409001011269	9270.230681296727	909.2300948243046	1216.4611190510582	610.8928659548881	1176.61453373417	2218.589703978857	442.310108981864	817.4266080471268	187.4152253476234	1347.6082551616807	507.4614904947716	145.8690249900032	4848.9613947307935	1638.2648895670857	2143.0424284622904	1394.2911682302158
PWY-5896	8981.399409066864	7960.879438712508	5759.88236129102	7447.312228223009	6617.957557955135	7087.976198635772	5433.036033901227	995.145853579707	0.0	0.0	99.76949012764436	0.0	1401.9632090762614	3263.757601528188	790.2839276342337	1032.5097792581792	116.31770434876486	1833.8318462004463	375.3630211952029	78.02352333099425	5344.2915675601	1177.0312620112418	2280.30172482668	1209.642050326956
PWY-5897	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	7023.964550198089	7853.986259993616	5918.881816287251	2133.3972685146286	15309.688947314951	2217.088837045236	2917.656529998271	1524.970932944054	1998.575895354264	3368.5482067372245	915.260798030992	1224.4781147157146	398.4700817763946	2090.424408359719	938.45833028997	307.0699969904886	7453.108452923952	2769.4364407116163	3340.275584287369	2026.2104155465345
PWY-5898	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	7023.964550198089	7853.986259993616	5918.881816287251	2133.3972685146286	15309.688947314951	2217.088837045236	2917.656529998271	1524.970932944054	1998.575895354264	3368.5482067372245	915.260798030992	1224.4781147157146	398.4700817763946	2090.424408359719	938.45833028997	307.0699969904886	7453.108452923952	2769.4364407116163	3340.275584287369	2026.2104155465345
PWY-5899	9746.786975476518	8429.882849618494	6031.68713358897	7817.134448625135	7023.964550198089	7853.986259993616	5918.881816287251	2133.3972685146286	15309.688947314951	2217.088837045236	2917.656529998271	1524.970932944054	1998.575895354264	3368.5482067372245	915.260798030992	1224.4781147157146	398.4700817763946	2090.424408359719	938.45833028997	307.0699969904886	7453.108452923952	2769.4364407116163	3340.275584287369	2026.2104155465345
PWY-5910	16703.346286966742	15028.792384722892	20036.448522703296	18316.020178035244	15169.758777491234	17338.94302422765	15998.362714776827	17019.672886965094	10937.10773741977	13668.50336623252	15335.64126575606	9009.089992546917	9128.896086210372	11815.565985137871	14993.63042315807	9344.88201770226	1707.1042930448975	11381.716962753811	7933.028420740608	7963.128063058317	7741.493508559063	11508.653662137986	11674.711761016282	14173.307076449026
PWY-5913	11021.866868220444	7943.248692533998	6661.490444179949	8932.091916533622	7356.550487916718	7085.023649511283	5104.496728482572	791.7772465283851	16922.68522602408	4644.58205109797	3349.2661450343244	2745.6348062548286	2195.166804753793	3076.359174149792	1682.7463873452227	2000.1886813303008	1006.488805750824	2386.907645854186	1313.4466552934664	669.9281268866413	13069.186807056718	2321.0376652172818	3547.2651549357283	3497.944375791622
PWY-5918	6195.70913913107	5737.681940889638	4759.5789830825815	6056.385524228829	4672.532626213445	3744.039615494196	3405.7995301796072	143.56169218901502	3509.067252404413	2075.163294540349	2484.929131654428	2429.640974809431	1655.8222486738098	2811.871079255632	1092.5426217591132	940.6037898301972	962.5960754740393	1644.8884323705083	932.4000436441172	487.4888581200507	6461.752329923298	1563.92350980427	1797.9121185338267	1267.013671241643
PWY-5920	4637.343308471401	4679.5648427709	1440.2630272346598	1143.6382475041958	591.9602219447169	3368.5260312873693	226.34241366119812	50.052281436023605	0.0	0.0	0.0	5.990302365965469	281.336645995224	409.8859495771346	588.2758161984531	146.5589894209609	381.40694519433606	778.3214003672615	588.4337547872523	298.403396616838	4069.134736342605	833.6080426203357	1286.8814424039335	629.481139549926
PWY-5941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.558994010757736	0.0	0.0	0.0	31.831556810441786	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	9493.990071241413	9687.836165666238	12876.617349938168	10909.164748756144	10503.975647285495	9915.139899493504	6335.998671992919	518.1636493189587	5597.084019864441	209.8382292885495	273.49760341994545	91.42604705169404	7871.772986725185	10108.783815719687	7566.122569508722	4580.026551393672	2935.22069772453	7501.276107843004	5189.6148164486085	3680.3692458681567	13846.57457525452	3503.26371647915	3763.080433177465	3288.246794316295
PWY-5973	36875.17456067173	30003.800042373656	34815.780398441806	33052.33545168071	27011.834717784368	43256.28596855867	35775.48317907605	41932.29397499555	28909.07605675927	32214.35025536421	37060.8133305504	27848.763520597568	14159.30553722136	18406.48894610601	39313.003010881286	10665.948888936491	3195.480727193521	19840.89415034338	13397.809829017317	44423.67664370843	24938.09811888461	21370.55937946341	21254.72237850293	24770.98712029843
PWY-5989	6307.659313612214	6564.93156087525	8097.725762052319	7205.389872310804	7255.536598535498	6503.529235696256	4043.307996821458	312.1902868800229	3652.403659536396	126.23195505787491	164.56174107348733	54.93223176407585	5178.258418890842	6424.955883481921	4176.144018836007	2670.9912053129683	2558.9826578084394	4503.861559097556	3150.936590323529	1857.700172036279	10739.254980604728	2087.0899257771207	2331.501177676311	1952.8934789392167
PWY-6071	3047.074100885829	3226.182003305896	3054.695526428697	3546.1206180530853	2646.92309162132	2139.8868412520555	1847.512075981864	9.832507062265217	0.0	0.0	0.0	0.0	516.97603478545	2134.973467821488	330.4697973211814	484.28350232062746	33.63904888337523	914.6127170618	35.65234763268106	20.474660424699987	1181.8165601851476	227.84743221560345	618.915914856806	255.0090737954491
PWY-6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.39174668223296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2478669481241784	0.0	14.81796116504854	0.0
PWY-6121	37441.32396909026	30434.9153731682	34792.872585561774	34065.121548388124	26926.4150543012	42010.10614361129	35231.39180579618	43039.736281211335	36090.93713385124	34141.69236669812	38675.92851495889	29018.05876342161	13641.293759383218	17686.598181062433	38194.1266516936	9480.241559777824	2450.376015537844	18383.56218706832	12750.513300053966	43712.62956936052	23164.77549047951	21700.729396301467	21389.51458484354	24002.566472843228
PWY-6122	37825.17153264064	31024.26648360757	35470.319460734056	34197.08438284488	26713.50068339168	41931.40435043028	35238.55202586333	43360.73539520007	34541.00873997164	33560.14067239202	38394.570967617154	28062.442828016094	13767.212390645132	17789.54930477151	39486.30373139272	9622.83869117172	2395.184443948237	18737.44300735612	13057.068927978791	45366.5799433651	23113.04352931994	22373.933676617457	21937.18840179864	24820.37036455196
PWY-6123	31248.30894851897	25579.87254947261	30982.85468181912	29257.263573511267	22676.80478419874	35303.479370320085	30091.28461565582	36356.7308716498	25643.68597489392	28665.8528919088	32046.151785402508	24699.53835769967	12605.632469351607	16231.64924204965	35927.05283428945	9252.745523317431	2201.2236524405566	17225.408577301703	11939.575723377831	41265.66541079251	20357.831385734265	20361.46159712065	19413.46583013088	22612.32966316774
PWY-6125	32825.56055536496	27492.26325156944	32060.94570423562	29363.571725003192	23184.71150192509	38147.50457770019	30455.43819840247	35964.712335336764	28177.10521238908	26967.05419496872	30149.014798545835	22440.00730007528	13501.46434130398	17597.036439730866	38494.42668603999	11973.94930707691	2461.324572850566	18961.54455341381	12889.991415929158	44128.46777605632	18768.990335304326	21811.532306454304	20166.765095977244	25018.292570081496
PWY-6126	36598.89514902501	30551.94878362851	35810.743925101546	33548.882871482594	29400.98510381019	40326.46052979154	34042.28197264538	40980.80915788889	28170.36284894132	32264.924751433136	35868.011678568524	26770.7792093472	13793.20113075471	17970.304955349642	38784.19815879331	13849.704449683704	2679.5839060722374	19008.316814840728	13055.122738406735	44190.83323592872	23315.56339943818	22307.089110562112	21081.48405760436	26697.23427282666
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.78756950243177	0.0	0.0	0.0
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33359392005999	10.239984704388323	0.0	0.0
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	16466.15652413185	12523.916596317842	8779.926089852359	10841.736125356378	11414.919471547064	16165.78356993517	11697.19053622988	14152.82900127906	18331.847765585426	16124.482717125898	16344.46580246288	16473.629774332603	2547.7786282950183	3311.2306938191214	1887.342213097393	1348.787094227739	1553.7278932509962	2402.0903964564063	1714.296542928969	990.3841120702996	13906.903395652853	2795.972404332441	4194.442672212667	3256.599890694985
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.3357271916805	0.0	0.0	0.0
PWY-6151	24650.01631634005	21485.69964315283	27203.86628192531	26091.35037316816	20212.846970848885	30918.57705684721	27885.009056713378	33151.33797750517	14033.369989580857	23700.576469992648	27545.41617855124	19422.246040325223	11350.217099707848	14601.552193874835	32547.09260017424	9239.690640203073	1511.9296675357316	15644.616415039854	10652.347652683406	37619.27977482345	14391.592588443238	19233.879645456807	17307.934408441983	21156.668316722444
PWY-6163	17291.092904963025	13752.82038447564	10199.06713131944	12854.616633440672	13200.086341873124	18399.56880208628	13830.852711157226	15839.481915177636	19028.3507820335	17859.349464918316	17446.27420854444	16429.212774694595	2618.6094088805144	3593.821651485593	1959.3938936065224	1393.739424526851	1589.4475045431932	2770.381670859293	1727.9126903410424	1077.6529785815787	17919.28606953718	3214.4681427422606	5260.303943038873	3903.973762992042
PWY-6165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.886018731678828	0.0	0.0	0.0	0.0	287.52797059077244	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.828731896716125	0.0	0.0	0.0	0.0	317.553143308302	0.0	0.0	0.0
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	224.41742979422847	0.0	0.0	0.0
PWY-6182	0.0	12.581454278416844	0.0	11.18745180956989	4.197531107249758	1252.5576841375298	1179.083779481229	11.280200577419846	0.0	0.0	0.0	0.0	571.1263631091588	772.0697179338673	393.6132618132312	264.5386837231326	305.7718403400068	1044.704139961496	175.41377108751917	171.51942078814017	607.6228823068117	77.35043006223688	91.7839764733984	0.0
PWY-6185	0.0	0.0	0.0	0.0	0.0	1250.9591822214784	1183.2035127220818	0.0	0.0	0.0	0.0	0.0	138.21314026355046	90.6486536614282	69.78336651378463	0.0	58.246177166874055	1057.4156647510597	92.12792079963988	73.48886532343585	565.9791315329729	70.3453361726016	90.43142482819626	0.0
PWY-621	42873.74652743834	37973.59124762482	41471.58051234311	38726.550318796544	30143.44362436246	48461.1402529812	41360.18691872036	46240.205391421885	28997.46783610172	33641.1011691561	37380.10603067956	25246.39080622021	15601.662122172256	20614.51982253788	44530.79262026734	14807.794416478342	2618.149287313878	23829.30907570503	14744.151666404936	50365.73644584726	17628.548484540326	25387.28180341911	24392.99031791275	30186.875755907964
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	10.08296815640113	0.0	45.08624939524891	0.0	0.0	0.0
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	3022.2880796355885	511.7308623546022	112.42051435790808	572.5748767675179	2386.9676158116567	455.7168754059647	1292.8838252106127	466.79715141502265	0.0	2436.555630996397	4678.383042931627	3380.042607081322	70.45885252806309	99.8308729230986	141.17093885497343	63.45554790314899	2.00722578731132	11.95123758345926	85.69153301503464	0.0	1843.654191562947	140.0374680423503	178.6622131899515	149.36414869924383
PWY-6269	10106.912370065556	9558.739063268598	4181.979622864363	5113.42313560634	4788.289474711763	11249.083696131507	6305.15228247082	4564.818566900593	10759.190047286273	8380.12903101308	5758.571267655941	5457.596354949284	1036.9913614863249	2085.462182942871	1064.3109484751656	543.0654816265805	802.6437560844483	1215.8859705195514	590.5982502964598	436.60486215544034	9241.283408100686	836.5930434610538	2242.402331847438	1403.9797365001066
PWY-6277	37825.17153264064	31024.26648360757	35470.319460734056	34197.08438284488	26713.50068339168	41931.40435043028	35238.55202586333	43360.73539520007	34541.00873997164	33560.14067239202	38394.570967617154	28062.442828016094	13767.212390645132	17789.54930477151	39486.30373139272	9622.83869117172	2395.184443948237	18737.44300735612	13057.068927978791	45366.5799433651	23113.04352931994	22373.933676617457	21937.18840179864	24820.37036455196
PWY-6282	6324.680117118533	6640.786919253229	9234.783076127702	7565.500899551012	7408.275387259608	6520.827254093759	4085.673426790049	312.4067762105081	3627.361414823821	126.2239878396746	164.57099467710935	54.92788253020315	6199.877489810352	7967.648495887651	5175.339654029337	3415.304869433958	2727.2761564445686	5517.513768057424	3824.0747405112206	2462.118671354803	10832.412886922226	2291.313132253406	2443.34582054204	2113.508153051738
PWY-6317	33129.39425562317	28100.017053253214	32792.21545350345	30655.62886374649	26138.108805394106	35520.19568750724	30418.869844716643	37537.2011713554	24110.95489514041	27650.801084192684	31610.89697252901	22078.1764645305	12496.86004360692	16162.644029281835	35174.69120604633	12549.551961380506	2046.328430082359	17321.749383356993	11825.626277075904	39474.1672376883	17488.94085166317	20137.670495385508	19554.476400822827	24462.85589212565
PWY-6338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.72681035374907	8.988098303837603	0.0	9.596971006310609
PWY-6339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.7379129957555	69.87531698747522	0.0	0.0
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.9338388569803	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.76306275715453	0.0	0.0	0.0
PWY-6353	17294.384765574287	15029.575503023538	15397.694365531044	17178.30124490007	14828.851728098974	11733.390908224064	8518.53144952577	2911.144478213176	0.0	7315.936231871863	5141.352302072747	3073.386664856663	5488.624455279144	9338.554636137866	5215.434718641186	4536.853039611231	1949.897648824893	4707.694824228317	3251.535003021523	2128.876853091555	10507.9616384688	1859.2680910308056	4448.250392430942	2921.604731649962
PWY-6383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.998876712262715	41.939954152952936	25.9897359896959	0.0	4.494029135277833	145.3348038365431	63.811232482762286	53.96129774496054	372.7356045078786	0.0	49.925762063909474	9.997713420650848
PWY-6385	33836.52423323318	27746.65916843118	33265.58144369579	31061.3794493064	26760.691079059125	37600.19057132369	31773.978009928043	38391.77238118922	24893.74256234866	29858.136256983424	33818.005695592095	24822.641732824024	13153.893727788934	16916.553464253248	37187.846185383765	12593.120809776494	2392.8384744812856	18252.33558160292	12464.298828982706	42073.03759588855	20724.324252893108	21476.43440320979	20163.518910704475	25186.24133527616
PWY-6386	33483.88105905239	27427.534952136903	32793.492773267084	30725.06820719061	26441.18784329061	37179.67675382086	31410.15583107656	38012.30158251928	25185.489060634776	29701.69261651591	33618.39497957379	24729.97078619342	12938.916685359154	16614.070294444347	36526.492512679	12298.264534968304	2379.7377506396774	17930.662885997455	12263.376596452084	41324.31198688521	20892.565685119363	21159.273723305632	19923.51096913754	24787.604441896743
PWY-6387	34555.72039334672	28376.051702681256	34143.533674852806	31855.1428405674	27433.749353899864	38406.04625181799	32507.96626992688	39255.69900066258	25233.109334878285	30403.855167195463	34521.59157371351	25228.71561201848	13498.91466699502	17394.95074267119	38232.804388467375	12905.177633800446	2436.182415364384	18755.73544212312	12804.32692322701	43266.50642810509	21101.547435357035	22047.729668991924	20687.6718974353	25843.19288101389
PWY-6396	603.45864777457	457.093358842638	253.8848000692527	1978.085688993632	525.8464549903939	190.7501042153177	237.93558866692555	79.79966890466315	5100.466186060433	2200.163758814084	2942.317968379068	1506.5322114931244	2131.8721162336496	2119.6222221478256	2200.63300796547	1124.6647613525106	952.2221727202692	1937.547508473204	2321.826231453996	895.598212858205	3106.0927518179788	4708.029053005863	3739.63786915172	3272.059322121504
PWY-6397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6086706665540293	24.583606995188727	0.0	0.0	2.347681644237671	21.81198868602296	33.38715643082357	15.651904794914142	80.28160534613953	0.0	17.06479883609014	0.0
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	10939.37	7008.07	3970.3200000000006	5571.25	6843.93	11353.13	6587.09	6677.34	13917.399999999998	9904.090000000002	10360.01	11590.16	1701.5199999999998	2543.58	1141.0800000000002	912.25	787.33	1575.5599999999995	849.7900000000001	477.42	7786.469999999999	1021.32	1806.65	1027.13
PWY-6470	1056.649826306632	2026.7841274601176	8795.921713821328	4381.674066048222	1353.1123455442323	4961.118145890036	5318.12004344881	4596.027537074788	11992.728263152316	6147.281571663527	10983.87305489184	5159.681064479717	3169.7255204617672	2111.5603564645403	1800.6007308121325	2158.0426775551578	1361.8663459656086	2985.159096162473	3327.0000290845096	2816.282425117304	8343.741032508862	8268.339798205208	8192.80095907112	9299.70903413975
PWY-6471	28198.211431528627	23995.590737672414	30916.34091251864	27910.320678964945	23132.018963625225	31563.9558901668	28012.234428493	34067.032563912864	14592.749199147012	23499.930179863364	27210.261289488542	17423.67630251125	12297.232296401102	15844.203320861408	34839.97127448883	11857.177313628454	2038.919027695625	17100.90138731765	11641.23683176298	39492.50836685373	13266.811699449454	19938.17744344072	18502.30331320649	23494.00311475564
PWY-6478	109.11856117462293	202.41840083138143	9.990196852964912	182.97588198814125	51.72445400281566	1113.8864963357844	421.45327747475335	365.73192701734393	0.7998150706926642	211.8088362959108	330.93429547769387	245.96045180128507	41.538635378493765	105.70532388156523	39.09180663342345	3.9920070727908494	26.15237392736348	0.0	42.74299875766605	0.0	914.4616008766174	44.75515122275189	180.5069617107435	81.21527693061188
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.811465131249227	0.0	0.0	0.0	0.0	0.0	21.603858368155485	0.0	105.65981526103256	0.0	0.0	0.0
PWY-6507	13956.649684620566	11562.455272614718	6724.932802401308	7573.047190854164	7002.467832896728	11516.584417220714	6666.41776835564	7150.092901213527	11849.981455362542	5421.102528932853	6726.084238600209	5199.918362267136	688.0780978498757	2261.86211262846	946.6424127991328	649.42700779609	317.2090903972092	336.73810489950404	231.01849060811105	251.14873450399	6624.454485676023	769.1143474954471	2096.323055443864	1177.872763149818
PWY-6519	8906.824087365198	8308.719985053134	8246.875676079937	8425.928077801409	8392.501457546343	9299.93870533453	5687.497053241015	560.3328183429726	5859.617900549991	229.80869275758948	298.84137480345106	100.411769005777	3830.693751718204	5617.491207955789	2931.7958296428114	2166.019342198676	1547.9469308159555	3328.9230106931905	1847.9063493907884	999.501989866674	9975.934974562626	1901.579156593033	2634.878557197562	1912.2226862514656
PWY-6545	3235.387269046525	466.453817246908	1128.8495965643513	1564.654661793552	3590.784552702881	2069.4948888968283	2257.889197787701	1662.7604777076365	220.5594862212764	5485.677714235944	5812.893851258983	3286.325599629043	69.47239415570388	143.09912965261307	97.6814247909436	22.464478651129347	137.3213757252251	80.72976910012187	261.3155684716299	166.01263252880847	7761.716764304865	810.4087271748106	1710.9105435889048	1087.339768921048
PWY-6562	0.0	5.096970922404362	14.951583580719086	0.0	0.0	1960.4463664570387	1825.9781360557288	68.94945099693773	612.1587137292443	0.0	0.0	0.0	902.3541427275352	337.23214856421464	98.3035452451028	412.135200126947	0.0	959.1716864019828	334.341546371092	88.27173375018482	1109.7638083049776	452.74568027037833	226.14638135623497	57.71335549430805
