pathway	055A	056A	068A	071A	077A	078A	091A	092A	098A	099A	100A	101A	217A	218A	219A	220A	223A	224A	225A	241A	242A	243A	244A	245A	246A	248A
PWY-5898	10493.174625239457	11642.925490608366	10396.907162745189	9383.441749033003	1074.5677370768483	3668.417759628308	9883.046521875587	13712.25433110677	14316.024224589455	16370.74352461656	17753.723246486974	15368.087962050657	2814.7742508758674	4631.844936753184	5290.077345036804	6947.876877779987	8538.358598630111	11083.05610255802	5204.8185356990425	4523.517792530175	13535.485767012662	3396.00166393522	4021.534729202902	5602.14477430708	8252.58381462535	10748.685566420923
PWY-5899	10493.174625239457	11642.925490608366	10396.907162745189	9383.441749033003	1074.5677370768483	3668.417759628308	9883.046521875587	13712.25433110677	14316.024224589455	16370.74352461656	17753.723246486974	15368.087962050657	2814.7742508758674	4631.844936753184	5290.077345036804	6947.876877779987	8538.358598630111	11083.05610255802	5204.8185356990425	4523.517792530175	13535.485767012662	3396.00166393522	4021.534729202902	5602.14477430708	8252.58381462535	10748.685566420923
PWY-5910	12068.976423528493	14001.38415453192	31877.345845662687	32717.599481438938	22716.230672813886	15498.96807844845	15959.24141755736	22434.096402330262	13497.85425260921	19989.773278889512	18345.767436129147	18332.153318971483	1513.3377011627576	3226.354037045325	3839.516749331236	4386.227463043288	13563.74151879264	5054.307280111945	8223.570256175155	9009.579229335275	5486.960561290777	5443.146851568639	6312.557848790943	7229.281139697532	6987.004511005486	6323.67478573768
PWY-5913	7862.762298745947	9415.443952639776	1700.2355321217783	1146.8621238777284	982.1301025331989	1781.588127730897	8184.343360210871	7814.218640281293	7827.391077080015	8231.023955136432	10384.112734918432	8952.540730609617	6107.819148183632	8293.455359059037	6320.041860274662	13347.38115974585	7355.86206234897	7574.754582155023	6646.662735325123	5086.556701738185	9536.685841414592	4378.236232259596	9977.065532847852	5360.654658835279	7675.553641548426	7675.818855829238
PWY-5918	7248.455070523552	8651.591849687104	893.2467858761961	1000.4405620257394	1165.943427313985	1653.446589189335	7294.646873615586	7779.955347555842	9402.250325714762	9988.506203382947	12407.114387246458	9710.466726803712	2966.7797424128635	6683.243474542343	5825.523184214156	6650.588580933046	4249.694686468581	3611.216382343101	5823.096874717777	4706.955031329673	4265.132575988849	4571.6086856002885	1606.5496063746425	2788.47273597756	3715.544273930048	3253.679429775473
PWY-5920	5305.375522974167	6752.944948709486	589.4601848558067	731.1991582092901	245.05843350683404	770.3912554243606	4409.941328586553	6555.972184034892	8562.329666281494	9041.460445901468	10300.729155372212	8900.928444345482	1604.1626498269657	3304.512855619342	1429.4154240102046	4265.144988994906	2709.372893525285	568.7296957825281	3321.7898901426765	2935.5230623252774	1823.8859497100689	2061.08525508387	551.1536473423212	1668.2578530266137	2622.1984827233464	2055.045563213597
PWY-5941	0.0	0.0	15.958739773305128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.98738626700817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	12984.493863825144	13695.816599537706	1897.4093817067453	2493.9076663247424	852.9771945814	6634.961242394186	12682.949440850636	12838.511685083064	13499.848073631754	15239.912009321357	15916.834755349	16316.51747585202	5764.743237644166	10771.21393606901	9863.479004786255	7744.342281957825	6679.660884525849	7651.582073777598	9035.640084748617	5767.310872493371	8217.271038369347	5755.457639451019	2148.661670883879	3745.360348720481	5518.7817506091205	5136.594185459469
PWY-5973	19044.46123890162	22801.26917493009	46240.01798939772	48489.94101909484	41935.99509598744	28787.87297071457	25234.724262271306	31130.144538530825	20841.62105955508	28481.805588399297	27942.57487944627	27406.826437325315	16652.394340845352	32659.864217953367	12789.745813989064	32873.621329996786	26384.32273475467	27892.715825719497	23064.670630871115	24685.103393788697	35119.434461197154	27775.750645859425	31982.01261822074	20502.68471909148	17098.85508622343	35408.302481644925
PWY-5989	9273.505845088055	9914.746944122484	1131.1798101461582	1475.050593936393	480.9923087387912	3823.074392320252	8382.196070302005	8326.130489577083	10116.31711074076	10761.983297575309	11619.884296147276	11611.304177439664	4268.227682672068	7392.102097228449	7350.580737236757	5539.810416230971	4376.213795044671	5423.930856222435	6234.928629384554	3668.339022366853	5749.290123194569	3614.680105460108	1337.4469567218737	2416.1495746280666	3831.441947429997	3369.590295318799
PWY-6071	6246.296644052423	5995.504269577176	23.975265058295964	45.64573310178428	17.2469235201064	28.23594551763912	4963.176043875762	4555.667550737468	6084.714223723993	6211.82814269046	6722.961437488096	7042.226898198139	586.8239748007475	2379.316388918701	5194.878165546872	2750.144227069195	2114.98147041789	2711.785195842768	3125.052543667007	1807.26092727381	2732.85517105032	1969.2169111068604	575.9018060963475	1173.3556348850825	1961.7909912274888	1591.0041525726597
PWY-6107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.740281554951208	13.484706400654543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	18404.538410589503	22540.86399884301	44018.71588822575	45996.99395616695	40778.4476265296	28369.84910135364	24088.42048528067	30042.49371931261	19514.68933542951	27415.00899973077	26635.51238755846	26388.49419341236	16269.566726343326	31151.98020709136	12221.407453019969	32189.472245751367	26562.30505618721	33555.26413791335	22273.769326601647	24547.30085018857	42404.91015342565	26884.50731081402	36122.29942069643	20948.988383724467	18430.04918968831	43222.53281359976
PWY-6122	17901.20829371007	22249.514910764443	45668.50721875759	47729.10506942021	42343.45389643086	29145.18474460608	24101.67195597314	30210.784864102792	19038.085014568424	27165.481047823527	26286.353416476755	25977.30340166337	16146.771641955616	31488.155762451344	11783.74338701131	32182.936948105125	26874.57803589219	31693.256359540283	22564.60858433435	25198.794260828603	39645.079519462335	27417.30415941987	34965.19181245225	21009.08787040841	18016.95938891281	40490.33268624527
PWY-6123	16327.351438840878	19507.984408989367	41046.802593275446	42818.05900333783	37521.33298205554	26366.85461285729	20698.25063427013	27048.60165272982	17192.719705104653	24552.08372842194	23169.04782944635	23492.005003446804	14387.93632918304	27726.372247651627	10163.755405503296	28038.45371917928	22007.22414234909	22927.113956422723	18828.90467862787	20803.80570911731	29056.96005734458	23370.92293315737	27753.1430123608	17506.11163563491	14507.655486553042	29327.016522141985
PWY-6125	17904.398888133914	20634.473195004764	44374.80277082016	46364.181565650106	36740.48842825309	28266.678729573825	22418.573757648814	28288.987624575893	18944.18262737212	26709.18031553701	25079.078966523823	25603.80277823352	7133.368551819867	12341.560652694145	10156.09709856388	12165.288214852531	20568.431773036515	24003.6553316674	15442.374213226058	14950.44437205162	30764.580625163137	12032.327004379673	22532.512219739547	11877.56507250624	12437.975024754023	31007.508472663776
PWY-6126	18930.43752354409	23116.302739477866	45016.64597036661	47022.48412903406	40063.05288021585	28545.09065825783	27052.71739513587	30072.334369692617	20152.021696096057	27981.36438826417	27337.53606402733	26859.085090494373	16225.281431143285	27499.808633252866	12843.086747028052	29452.14010409378	26551.222243005715	27023.699032494496	23200.622228140583	24487.586219362896	33848.710725880155	24062.751039122355	30239.78660629265	20248.15658584353	17001.771600745156	34275.36522184145
PWY-6141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.703281359087736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.39196050133545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	8633.749804580066	11075.668307864056	6588.711112248704	5381.742912952489	1201.8048060523522	2238.0549159222405	9872.867410694496	12423.64755510106	12114.945260138284	12684.4180491648	15408.682462212264	11931.2633570361	9090.31388493982	19571.89769159356	5553.104435885114	21112.03781272728	11090.508529448389	20038.22926970596	12115.421324981711	13867.259205336197	25873.562461408896	14469.546894089515	22500.85129453459	9549.580055166276	10323.938443363146	26956.518116435087
PWY-6148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7923118050195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	15717.98792826772	18910.46937714324	38406.631825651646	39942.28586267575	35372.38398574086	24219.954737920263	20400.89633123316	25537.146288046697	16604.699859892	23314.86413857775	22579.02726679837	22300.441925618223	9886.678908657832	15378.300229002563	9488.373266649403	17511.550324603864	21357.37098330984	10205.115069100177	16195.23131487324	15760.174268837627	11145.266095152914	16697.269076220105	13805.909813227136	14415.24553535763	13045.06058418436	10034.90364249958
PWY-6163	10210.950083872627	13085.146550354722	13042.399651373886	13721.105361791331	11195.616227446277	4793.54084935201	15975.073203672862	15006.911898406936	13688.55489147428	14178.092284324865	18803.52402407813	13663.334802604357	15258.150655281112	32545.446768922684	11340.931384672844	32976.00689958795	17269.301113353376	20727.589524575425	21014.19952654936	21327.212761178565	26661.05180478457	25366.43407139664	23890.34105344507	16298.08808850488	12223.060142767808	28011.206511215794
PWY-6165	0.0	0.0	7.996934255018716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.424001466949054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.682692035481493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.082392136283705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182	0.0	0.0	79.10954638706657	101.30292246754902	39.11763169091357	165.70507834262898	92.31895895874328	20.965914286466376	527.0380369582934	230.78582584391816	353.2121023746336	340.81065182417	270.5871498417193	374.8371082692509	133.71729108900442	14.10629683473271	0.0	0.0	135.51296455684485	0.0	22.950012371816708	0.0	6.964574478902796	0.0	30.466067644714062	2.798007591493461
PWY-6185	0.0	0.0	18.303253093272783	14.254996301251593	16.505684887261314	12.860679232952553	0.0	0.0	487.8118223122773	212.691790159793	326.0007238814981	314.1439466800731	260.5947677853347	327.92357591278767	117.01507489487707	14.169970477897897	0.0	0.0	119.31483992692816	0.0	21.971898288950367	0.0	0.0	0.0	28.43936843130604	0.0
PWY-621	22175.64065405527	26219.98580338676	48291.33873931267	50127.65482583618	45401.83711200836	33290.289160808126	28822.652617462467	34623.1775118513	22085.201857807733	31321.05250259545	29399.53674203468	30862.694569915253	11389.78005888714	32957.321259250486	11257.883211940638	33844.640298572296	28224.9753603052	19579.502507781828	25937.3025128026	28585.59088048408	20841.300484519248	29204.585937697502	27815.69813673723	20226.040614094432	17717.024143367827	22006.646162911547
PWY-6210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5789473684210527	8.955189692197568	0.0	1.1557922769640478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6263	0.0	0.0	5.979949206396093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1205.562439965302	700.3579616579467	123.95521300134476	307.374180981377	1068.7598357253526	3851.171297701885	129.45785639019877	56.27859812085551	2749.711396162952	231.7240472682458	4423.723469932915	141.88592088514346	23.958864170156613	978.358920767389
PWY-6269	35.77643263229067	6097.8234994601125	159.16763657302428	231.2568781207156	8779.403792924433	466.999432801126	7599.651209907731	3219.666288889025	2719.422482222899	2203.8039077322624	5590.188397264408	3091.338447578489	9312.815760006246	11807.401581021555	6801.97021916883	11220.894731409362	8762.659295487443	18251.67709252884	9052.344436316464	6585.881621352316	25150.309357300863	11514.62287596535	14407.367617413453	7524.617826050996	4656.447837993005	24959.367233288544
PWY-6277	17901.20829371007	22249.514910764443	45668.50721875759	47729.10506942021	42343.45389643086	29145.18474460608	24101.67195597314	30210.784864102792	19038.085014568424	27165.481047823527	26286.353416476755	25977.30340166337	16146.771641955616	31488.155762451344	11783.74338701131	32182.936948105125	26874.57803589219	31693.256359540283	22564.60858433435	25198.794260828603	39645.079519462335	27417.30415941987	34965.19181245225	21009.08787040841	18016.95938891281	40490.33268624527
PWY-6282	10616.214299664956	10856.702057374676	1163.8588925170911	1541.5746197907913	528.3286673497936	4539.654223419261	9677.51437136768	9375.691077164773	10881.028115226094	11795.244641534868	12441.202200960082	12916.16979494273	4319.191433413605	8146.675372006386	8397.010685543639	5782.846404693909	4473.768528524817	5353.634162135878	6623.415235777512	3938.212933243946	5682.8568004251565	3988.031678559478	1334.2629483561946	2457.9865000574227	3858.835887652745	3348.156089331708
PWY-6317	18145.67248319145	21963.022700369933	44784.92518478739	47380.79030134211	38973.33337074193	27132.64206799912	25785.13311710624	29503.379959514063	19600.88461125972	26891.27426832473	26747.676979961027	25760.63661838511	11891.569245687962	29085.56444708813	11901.57496380692	29499.256391285635	24931.784627188776	19052.894081949056	22674.005767536048	24120.09192793272	22411.07814321955	25400.78515705552	23331.205504923902	17610.85229805101	15953.19292346796	25028.623184744345
PWY-6338	0.0	0.0	0.0	0.0	0.0	0.0	2.5945693664433707	0.0	0.0	0.0	0.0	0.0	21.86302068718784	26.82082726580304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.85659463893398	103.93325375126751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.21075923108837	5.954081632653062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5926517571885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6353	16727.199644766875	17344.6228494218	1429.7065846464784	1481.8656564389803	805.0652648291992	2606.43486161329	16765.377224079504	17420.557395113305	16685.311454138027	19331.04031628666	19969.488582134647	20561.86066107588	6920.649315750237	9606.570479157392	9872.997743971624	11735.53448883754	10667.807102534549	14730.88243054206	10387.945528175856	7427.2961165831875	16907.779722931955	8118.599549572862	6457.862946660907	9294.675385007358	9185.79528490382	11222.156453188829
PWY-6383	0.0	0.0	1.9999477047071528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0770459387585	135.5863212929451	17.979889872404375	17.979685930536867	0.0	0.0	57.85141113455078	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6385	16966.27086451066	20602.597580517173	41840.50717763979	43704.16540032888	38985.54479012998	26897.395545817708	23880.03217123665	27934.42959179677	17020.528164784464	25139.00835098225	23110.78530859173	24214.947144511207	15011.666871007334	29441.00180888268	10858.168954288158	29085.819504869047	23686.22595262281	22615.609997209576	19706.10596103994	22174.16937794319	28350.55561888764	24682.05265435183	27596.407808494216	18701.680712505426	15228.319087109408	29316.0819681762
PWY-6386	17054.96623465133	20803.01654365477	41798.68165156949	43604.77942307932	38662.97215648107	26563.310452751768	23896.32697603645	28106.67417730871	18240.124726119444	25571.120130924603	24775.449201233296	24469.82505778381	15273.326943996512	30272.75663102493	11064.051330986144	30373.996773326413	23746.53350936737	22631.145441534096	20418.47342433273	22687.707060372803	28485.589298612475	25259.25182330531	27847.10300831615	18943.330417599533	15395.18184750771	29477.35214879679
PWY-6387	17357.456759888526	21050.81744773129	42823.343019657645	44746.84251160416	39981.85147263456	27600.84000464653	24413.70421531334	28568.003545851025	18092.52730586972	25638.643350085084	24516.649328025487	24741.06269489222	15233.028541479272	29872.541533036463	11054.814237986386	29891.54099189241	24147.586855231693	22806.00304422291	20147.145732531248	22524.665985872027	28552.402985353965	25065.60351106425	27940.63578968523	19020.596572197843	15453.576596937412	29555.80907815641
PWY-6396	7029.668168692332	8782.267977452748	20813.40284210653	19398.31758470509	3011.6996621827143	5431.436524172365	7192.4517472513	15254.607027755335	6899.048194596084	13447.484783196856	8869.068332712128	12345.000030563526	589.7338840482964	950.2938870447164	58.71512155215031	258.21840558903153	5541.227422060529	908.8768295062372	550.8351140847424	3372.580636999722	2032.358097054642	1666.4524467081003	1076.1730729707997	2984.09566671384	3450.308890602496	2785.4646382455526
PWY-6397	0.0	0.0	1.043476996019744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.57402447522544	46.584242321595305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6467	5173.5	4981.17	174.67	217.42	85.42	1320.34	3970.66	3745.41	5053.31	5139.59	5522.77	5855.530000000001	4088.02	3944.2399999999993	4500.4	4450.0	3840.0	15894.829999999996	2777.01	1521.7600000000002	20511.58	1783.0	14377.930000000002	3294.15	5397.62	19062.92
PWY-6470	11378.951480620744	12890.399722336771	30955.993999116603	32476.18447345163	17296.93171754371	14607.7369851737	15023.122798941204	20336.17602183589	10782.79042331511	17433.3392341891	14838.656297023312	16275.98556766308	2164.704262335375	5513.184031172564	6337.333787964748	3771.637067041006	12475.777353895486	6142.073382454142	11319.20980027791	11198.281823702122	7160.989945840891	8988.715029008912	3205.4393752960614	7805.9692427467935	7339.249921239359	6471.202099200963
PWY-6471	14484.969005785428	17180.570027304548	37627.477533054254	39488.00294660627	35675.08566165959	25360.427445395748	21060.40273984912	24852.94254452324	14398.90411260312	20881.40566283157	19512.211390675868	20458.214076127733	7002.083439119332	11062.398683110536	7991.665433081723	13736.831890269968	19587.27911051748	11619.217620317588	15617.562424804772	14913.539967403796	12090.243223841437	15278.96536766	14905.604146225189	13757.332723061989	10276.51565809897	12875.08498218947
PWY-6478	0.0	75.52280030110144	3.950065621076381	0.0	925.1185781768876	0.0	1649.9718544788025	114.34345137533998	0.0	45.79720342282059	1109.6792001214344	0.0	1285.290344182779	5988.617645780448	2430.889822583073	5268.647967431481	1052.4325411476575	251.38922216906656	836.6155425477496	2400.4519778327945	523.7405674509781	3262.583679432729	594.0556555477037	1644.06767885755	675.8050673119507	1115.3840622150922
PWY-6505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.03277300728461	19.51334545805681	0.0	2.5985826592179926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6507	7388.538848251805	7722.201611466606	9024.517592404249	10867.357553399215	4895.265697025071	2856.8945520706097	9052.911921325553	8138.521611399015	7316.441234368954	7779.145032112174	9958.75157673413	8393.84545534348	6148.567866270147	9233.06786541896	9214.385839997112	11750.920140895229	11158.194941768725	8156.751043311598	10895.219052086011	7962.419558405144	7795.791234925503	7400.313651795315	9964.709097078534	8330.859858252472	7598.65483427993	4158.371194709142
PWY-6519	9664.77220389704	9721.557846478818	445.97094281747445	607.5950071926453	218.38703632096028	2942.181310103524	8351.835427390857	8066.680881344888	9713.015996664602	10404.8898481821	11020.332425647384	11506.648683299663	4694.842777449736	6625.339813427466	7744.442703791321	6563.768993975288	5163.848737264918	8137.125399264157	5602.05711590206	3358.743835433396	8943.032049514317	3426.4838265861054	2322.237150896118	3334.023550033071	5179.727037864605	5581.665597487289
PWY-6545	13.49249777392809	0.0	13.49683020999349	0.0	16508.21856128625	499.3173280039457	5380.444165843152	259.17405949245045	0.0	138.95926524917837	991.0222878253032	0.0	4515.02185220165	5289.578816174361	2716.369589486156	5156.793982743862	6459.318331602111	543.4588120809705	5635.283319655841	1814.015418827935	2914.1240637275823	6035.00180440996	7208.20900247906	2940.966122436905	2859.0722799639684	4536.448861071123
PWY-6562	24.679474791763827	58.60739144562563	32.06812206500494	6.37501106332579	37.182743392090295	304.7382864126728	4.374608764193505	35.59637130719739	65.38220489558188	41.53379451767676	373.3339651401016	25.020684575682207	549.4234943360955	496.07479775831337	139.126429857497	16.286505894392317	0.0	0.0	133.7128327973801	51.23843825900391	18.96527915359967	0.0	4.610253264172029	0.0	33.225167432972064	6.544500898595376
PWY-6565	0.0	0.0	0.0	0.0	0.0	2.0062215841402105	0.0	0.0	0.0	0.0	0.0	0.0	22.957271434240948	30.93564298008046	8.831836071059193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.88404546953116	133.2783423753981	0.0	7.531423388817755	0.0	0.0	1.9856306199007527	0.0	0.0	0.0	4985.143923930901	0.0	0.0	0.0
PWY-6581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6588	8196.713824789298	11475.190257027512	90.25571204325334	125.00323162143609	263.6036594533349	2770.5098980593634	11293.590320010317	9159.054058282352	8081.42052495642	8293.994682212135	11237.20454969838	9556.376939387805	9507.149706955424	13880.900110463868	11819.153265710343	16058.329642801673	6789.287580477069	7685.076438772408	8301.984438481042	6914.376811971402	8010.5246495479905	12422.410761293671	7867.220265384427	11447.704405437722	4870.662578012604	4065.921743179482
PWY-6590	0.0	245.7435584524016	0.0	17.783351908813835	564.1152155232412	85.26177546834575	4460.76008230381	1249.5320875611408	118.41219171080934	288.27550867228274	1720.5998245334763	145.5637457361169	5396.14629062721	12933.273921105449	2674.972346486717	12956.86385493962	4261.135369801611	2853.002995546947	3718.8074900657793	6785.882332898465	3679.260802866361	9560.623186355608	3238.5810155853096	5487.116418018301	2985.720790668667	3556.32637068741
PWY-6608	17394.679254689512	17072.507180109613	952.1385373234664	1074.440689307955	556.7615972043241	1705.9247380670276	16190.790471916536	15648.594157160784	16672.276029563272	18168.273476830906	19267.57004116534	19980.386793535727	6827.56073706102	11524.719958671303	13579.777932064086	12821.623958383012	8926.349339261416	18040.97385116889	9956.932615823876	6324.505457581568	23129.710082839523	7459.876661884277	11690.819515322735	9334.429782915056	7886.802315893517	22000.980100695542
PWY-6609	16316.296106629788	19285.69061780264	41574.829799429135	43846.21201116999	36824.21546218927	25453.962144034984	23277.920923730195	27456.05635297629	17035.81101150946	23631.532559972788	23301.94681438597	22701.70629503139	14745.35031858023	28234.09835065268	11210.27109164917	29141.95775952432	23077.453616588617	22476.16835390053	20787.712263388148	21950.383818233724	28089.08682093264	24367.142048706653	26454.107739091585	18954.05863489077	14836.197741653968	28245.32302148424
PWY-6612	13709.358419411335	16382.938357372066	11295.83177657002	9563.30016164339	1805.04616027899	4098.254674638046	14963.456115940671	18282.16294933959	16609.0797316712	19351.04032845219	21419.57192744111	18689.700078634465	8824.92176604326	17627.564150233335	9029.144566190573	18130.0076877938	11755.51361750912	21497.851386799983	13494.758905409151	12403.259477336363	27025.384394503	11529.856334663376	22798.48011335672	7920.664868715521	10446.680618804769	27445.80504473764
PWY-6628	9963.843785901072	11804.594332922095	2208.7312156203043	2900.212789237265	1000.512893308872	2401.3203116994487	12529.820197612631	11514.399317580974	12452.758694661195	12831.269984390168	15958.922430114566	12864.756934099963	8147.47594009199	15322.833256509311	10219.961104783948	13364.451178801964	8759.805166213395	10557.061612942272	12123.282724534596	8498.94943343336	11666.524420476262	9743.64117059936	3489.5865950392003	5946.301020437107	7150.05958819801	8255.422839581848
PWY-6629	9799.898606902563	12010.700681974786	107.03246133001753	232.1497329058972	97.46656657171827	116.90910208322174	11774.136248481816	11377.98061907252	12372.346803579738	13156.42596837542	16040.61446118238	13034.30858736159	2384.0270443899294	11972.529590125803	9160.899616601717	14269.023592476397	8837.85034155473	11398.481087091475	11538.219576761569	9073.868902351402	12845.161905749264	10170.77560129007	4050.0704414167735	6275.650509596901	7419.41917909198	9294.472816358862
PWY-6630	9963.506496114846	11804.594332922095	2207.996318171799	2898.631007954361	1000.4300124518236	2390.6474141995946	12613.57036778663	11650.846582029144	12414.666035266497	12816.524360078613	15938.186591895315	12839.50141423858	8045.125276681323	15276.854798641518	10185.500694564986	13308.403856523695	8751.32092867807	9790.298759854351	12107.564428682464	8497.702183733367	10680.385337617015	9739.180083466688	3457.5113198123818	5908.849283925208	6917.935739093352	7800.061113604351
PWY-6641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.753933189997884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6654	0.0	0.0	5.998052539798124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.995412262314494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6690	5504.664501160092	5265.189592339948	13.267686424474189	28.833530605343256	11.920745272525028	14.829161066946083	4166.233131091315	3965.855419965935	5296.75599885843	5438.214065757258	5848.745365981801	6199.577182914061	289.4388872956373	1610.179926911526	4352.796249473335	2116.516740130969	1629.6532600618125	2071.4652475334906	2370.073773645691	1412.6312204555672	2104.5967857979526	1525.9202796411375	418.5088684559002	885.6661876299063	1509.681495778046	1182.4191883682652
PWY-6700	11855.715934726812	12541.939870842649	19299.366015781536	20212.42734065556	6099.017955051465	6100.906037983334	12081.32072337171	16721.20188057727	14339.539532531213	16802.801766133816	18722.14727772041	15890.576246018923	6920.564781093265	8249.051941757874	8442.20068626117	11266.23565226723	10782.130883871274	21116.81998599531	11393.244834126344	8111.512551041689	26968.5410294686	7266.980667629908	18255.57427105063	7983.951933907239	10345.98602869126	25250.366769309418
PWY-6703	8632.061779099056	10036.75069514904	6782.968468820551	5689.322635955978	833.5710035537494	2308.788092042796	7286.705911259382	10432.545552709058	13262.012695946789	13874.663744239842	16438.09864525997	12818.384228302935	5390.218077440652	6126.882039593364	5136.774300374439	8638.450724780672	5767.825565092032	15799.654841142265	5235.258345410916	4313.641351450778	21392.29474153485	4030.3628937821736	16173.798670600883	5187.781254929907	7585.142483701981	20982.415091338145
PWY-6708	6485.871221616795	6385.868614491981	236.66684763223776	291.0301251433034	122.23714132436272	1445.124566858873	5140.537680248299	5067.253883283146	6758.667158621859	6881.082716094133	7466.626672947549	7655.563081873264	1665.0186731797623	3280.557645603056	5080.256566922609	2963.106375116163	2373.188411204371	3559.105373287702	3095.205207950615	1768.018079711737	3455.3288151255874	1887.260887939918	919.3794816331022	1305.187609200719	2090.6930355167847	1853.428266707202
PWY-6713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519.3889469992805	762.5847882097926	208.0392310484691	165.1674471541552	47.09044486050756	0.0	156.40291802404528	21.31129932094377	0.0	0.0	0.0	0.0	0.0	0.0
