pathway	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B	140B	146B	151B	156B	158B	161B	162B	167B	258B	259B	260B	261B	111B	115B	119B	120B	124B	129B	134B	135B	137B
PWY-7228	26519.59701058419	54991.660492189614	35619.9135663735	35918.95701617732	41403.040046196205	37965.6587867711	61277.70108435449	36692.68109620202	5231.83466197653	30447.51810718679	9040.026294231706	17356.41129626706	8473.637535317566	13105.952616321914	13536.096106621006	13936.578345963566	18149.67437150763	39723.878372422056	11736.195972166664	2485.474014359368	19652.137557708524	13303.330917256964	45407.283307404825	18544.347433873943	22507.38645842721	20754.630133834835	25432.925065323063	64522.79457834748	90111.41116381496	76134.60476720733	69130.21841621402	34462.57500979411	59298.52224849685	111108.54276847267	56073.04500178944	76296.99678281684
PWY-7229	28030.20174988488	55422.88601399405	35961.163758386625	36434.36787433725	41936.87780084679	38724.174468279925	60561.27091355287	37014.48761771826	5431.008413184108	30680.791775374608	10888.150520158551	20536.386122675103	9570.120068039596	14015.650954741755	15648.682429572158	14300.83681473282	18614.942941414272	40084.43807602355	14341.20774679382	2771.6180472423284	19710.7826196252	13509.07563244894	45484.34300940358	24030.02273148278	23125.87900630137	21895.3082605834	27482.740788582523	70918.57527408192	99532.07719712626	90070.84556724351	98979.56673703768	53455.66554370315	91274.41708759224	115544.8303582922	95034.16317530331	91488.41479659016
PWY-7234	25666.25768239733	50216.9011676842	31895.719919398263	32610.117567734404	36968.75141587187	35340.819277715695	54592.28844967852	33581.778387323735	4769.103346603742	27839.7224056332	8429.784670477036	16666.808549469275	8084.996828807753	12277.248092807262	12971.591123855944	12605.632469351607	16231.64924204965	35924.190430300034	9252.745523317431	2198.6344638837268	17198.368881880844	11939.575723377831	41256.90656382186	16469.2295372282	20320.106747682185	19339.93167090457	22553.182588278283	52981.24036647526	79872.20949741983	61424.33088328908	61306.6482942448	27067.01713353996	51290.298546810736	100588.37014316386	46845.28783967842	63368.444847613566
PWY-7237	4791.5	3509.67	3610.77	6970.56	3460.6	1947.1200000000003	8787.58	1618.56	1433.48	1236.33	1345.13	2148.84	1394.5	1554.6799999999998	2193.4700000000003	1888.64	1387.58	1158.58	784.6700000000001	1266.75	2973.84	1046.38	536.17	1456.62	301.15	433.4599999999999	424.9	155.34	211.9694059345178	136.13	110.73589164785554	136.0	378.25623441396505	113.37	556.7103296703297	89.67032967032966
PWY-7242	9819.390690667306	6872.705591286738	5832.694932942648	8150.235010464024	6337.966548659756	7435.395494946979	9956.58165537542	3838.135699299449	1720.432620409959	2738.647318291929	4049.059411676494	8069.951753573834	4098.9438074890295	3454.443192585587	4959.449853340201	2694.658497882808	3590.8196982552404	3216.6542568021787	3156.3914134894376	594.0971073172345	3836.6366509776863	1851.347946706264	1295.4240808468628	9834.836392931233	2701.979147062222	5159.464900970532	5755.751016589017	2466.0879679082195	13946.687278224346	12318.68882057732	14962.274831864166	7051.320763328482	18867.895406366028	14214.881813559618	14983.667571635327	12394.15783276731
PWY-7254	4393.751757379871	2572.4892624363856	2212.5457650964145	5239.88604236615	2597.463193559878	1835.5114311912528	5790.972194922245	1270.3752762755337	1189.473691169657	1015.6229115882744	3822.138580381673	7373.158159545442	2710.841816648357	2954.0058339648967	5395.804228332002	2077.679118913164	3439.360758988092	1649.9989787198476	1211.750277301478	1383.3411624074618	2531.599420898658	1492.0741591647231	678.5436124599282	8450.028454203895	2852.418061845556	3559.4250389812973	2488.2351539286806	369.4352090691372	232.8229681079652	231.92400278905671	227.30396794820803	229.91197341787213	404.0143315368024	333.9681965623819	372.8518171744293	157.07586792430786
PWY-7255	0.0	0.0	65.34121333946885	25.95475938755071	0.0	23.818576307131742	0.0	0.0	0.0	27.686046383121752	88.10309879997534	11.982817264544767	0.0	0.0	47.60304528653462	5.992131565524543	51.59909791222008	0.0	3.9937128237228543	23.65886954948348	23.85532438890145	29.526505537193547	0.0	111.83474248412249	0.0	0.0	0.0	3.295733217508237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.998905725517661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7286	0.0	10.666051332431772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.989060289836683	29.320735814810234	26.644264433163983	0.0	39.96961569167219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.13550647347874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295	41.14258863029662	52.33695240283063	0.0	29.48008190534772	0.0	27.53142873634525	0.0	14.56345957011259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.536035976581285	36.0989966514336	25.19180754226268	0.0	2.645498000662931	44.66811316221977	28.78853970503708	32.589164170977405	0.0	0.0	0.0	0.0	0.0	0.0	1.9060764465931408	0.0	3.7761291471303937	0.0	0.0	0.0	0.0
PWY-7315	1818.291500680569	2371.6841137641045	2325.494467529157	5068.773071906955	2761.9401699556124	901.2716421604124	5027.110902087097	1231.818972133275	923.1715761847224	757.2928379580164	1315.7258223008066	3276.6181986358984	1784.6921279247836	1802.1036005114508	1807.7870490245712	1442.5782214967169	2421.783004215756	460.20101711923786	862.921618730058	67.02795481123427	1421.3589666093812	388.469839914554	47.60135525829962	3974.71305206146	906.3224275494822	1734.869700609525	999.4176876134452	213.24728487294868	1491.751845354638	175.27927800679825	258.3153741869112	253.6829581749024	3429.336452259791	163.68882483176435	1844.4845440364604	500.70421250687167
PWY-7323	4218.913971954238	2598.790442976274	2912.788785006675	3636.9762086475625	2035.276761137981	2089.2440848533	890.2837936760715	1110.8756724550342	1082.1551533072916	1062.024984322369	3605.40648523026	6927.173797420629	2549.403524582637	2894.894625431699	5290.817775295311	1866.8220977665217	3767.018305729629	1864.5478925509813	1085.805315782908	1186.2705084886506	1483.52597633028	1146.4796631162878	709.235387664997	10163.6628839872	1311.7445265731103	3357.705955470399	1814.545840289452	1724.7279851545525	9619.693798474826	2409.6652951278484	5553.732162030186	4533.082967419719	7710.186883350126	3318.057978934673	9333.458840651218	4904.522757365373
PWY-7328	5855.548951894256	5480.8707833112285	5015.642189200361	10289.827417913448	5765.932904263091	2905.45507743054	8045.790136364983	2858.307647042096	1875.8330375302032	1935.869065017332	2791.753310260823	4740.588404936824	2611.7871204285507	3089.266603417381	4078.6184082116833	3274.2671131832244	4763.901980275729	1839.350863572545	1926.666734739088	1290.0640867645702	3006.2858786300644	1420.9340836482352	842.575406169271	6639.739429548444	921.6970856911928	2355.966226884381	1303.0028544621398	231.9926271992072	208.641209588968	144.12519587757347	104.92452388489748	191.52570931735488	1027.8073296313923	1629.5399454797073	279.4455202365293	72.46036595784594
PWY-7332	0.0	0.0	229.4845125493192	90.76686385761604	13.995222397120196	48.936885666240165	0.0	41.95111857053691	0.0	0.0	795.1158289963305	962.4079766382472	478.2364757218225	382.9100649665622	671.8393745497892	20.968374362070705	268.8752293016637	0.0	0.0	94.43169454906962	0.0	104.16605701649252	0.0	2038.112366061466	97.57045427881188	594.6764971921267	443.7892008134539	493.77529899443215	3217.2668142044768	226.9131061879003	348.64832296760704	323.406899474754	4912.74208532457	268.8641816490849	4577.216634979697	528.8712816161238
PWY-7347	10.495463537574151	16.488833971656934	0.0	0.0	0.0	32.89727277039801	0.0	0.0	0.0	0.0	0.0	19.48036548235979	5.996528491858435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24786684118498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7371	7.0	0.0	30.0	72.66	14.26829268292683	4.0	6.33	27.0	46.0	0.0	292.04242045023614	542.2541197732129	162.45220048899756	120.43469387755104	416.0344694447174	24.0	34.0	50.0	19.55555555555556	0.67	4.0	30.0	0.0	715.9153641460492	48.5	62.0	53.0	0.0	71.0	9.999999999999998	9.999999999999998	0.0	176.0	626.0	105.0	9.999999999999998
PWY-7373	0.0	0.0	18.94736842105264	54.387540746106495	0.0	0.0	0.0	18.94736842105263	0.0	0.0	208.32192237573972	399.7308070723405	131.54749261543154	73.04533614143989	280.8827425000054	0.0	22.328358208955223	0.0	0.0	0.0	0.0	13.333333333333334	0.0	484.7689723456276	47.98404255319149	46.82517482517483	25.5421686746988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7374	0.0	0.0	25.60975609756098	28.633354350567465	0.0	4.166666666666667	5.133819951338199	0.0	0.0	0.0	221.80405835126143	373.3848976673238	80.71646334216986	95.58945308339548	291.77487875353046	14.4	11.860465116279071	45.45454545454545	0.0	0.0	4.615384615384615	23.68421052631579	0.0	519.8668205650026	0.0	47.37991266375546	45.18433179723503	0.0	71.0	10.0	10.0	0.0	175.99999999999997	626.0	105.0	10.0
PWY-7376	2273.848760311092	1258.9039673214677	1324.0831375111993	1755.3896086557502	900.0427782084589	1069.4020368127842	870.9956890314004	490.47813871670047	571.4565999633838	525.8396556240205	1360.3514347451176	2174.249206126859	825.3506429754015	982.7984379671112	2174.415783194082	767.8433860154258	923.9570956193392	755.9661211746431	308.55480345179114	758.1023269761644	888.8605148977222	510.8694862663588	382.5291653323978	1025.8779668259842	0.0	149.3541539090763	112.55109804434532	206.0101188199641	112.43571059429128	77.10037683052056	176.0972189039018	192.4710250461192	172.00724389066474	276.53375064324183	403.6023177611343	135.6800112771596
PWY-7377	274.8461170724803	134.01816996536408	180.5396942407909	794.7486594480566	13.677332215121654	56.148571748493104	2854.7675933660344	26.13431787476488	250.61824470623105	165.5404586131423	1528.7708865912082	2385.2396597732527	945.454337165969	762.4473487899164	1973.7366070652567	55.20918341592257	163.73517242529667	206.6001227776066	45.32310543677408	73.96292167120959	1039.2787095172405	30.9435590364396	107.96792583408508	2998.919982313304	196.50596099341604	517.3913352328877	464.1989068827329	72.66024759350964	17.7426724078243	107.62826052852095	1643.872766631595	497.07260104079097	616.0571460782519	2644.237967075533	3996.4793096593503	1306.978384668441
PWY-7391	67.82010550277069	31.970873283518948	0.0	0.0	2.679762241564441	0.0	0.0	0.0	8.981137354464758	47.85443284219983	146.24499693917986	461.9651513036826	109.16154207430688	31.90365380228969	261.13597602287257	1.9996696190752288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0976334159646	11.991096395877015	43.876597024898224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7392	5647.500928396908	4910.877346535361	5115.664602332367	8704.551176694456	5346.83996104232	2968.17657370424	6083.630261894022	2492.086691086073	1999.3240792987528	2033.3568460275424	6153.059484651674	11574.07710299556	4976.933387154977	5129.983332053316	8749.041751139182	2893.159391726927	4135.14735572836	2545.176522226466	1716.9006212536433	1169.4718602904832	2841.510519487165	1649.9079696074689	958.2921836803974	13709.627989834886	2689.686363618597	5644.502016527061	4006.8634395769454	7178.83520148491	23308.37934274031	6696.145696232236	21953.96118447689	12436.937125072924	21936.6245482358	11761.05335562122	23430.86461150456	15239.570431543674
PWY-7400	11949.189221269637	8920.989248696756	7644.652872387665	12996.152853766953	7788.214454885546	6911.167648461775	9302.267244552406	4631.876648195387	2804.017673184512	3432.533962367053	7040.369318828475	12808.59114524283	5706.18954428734	5965.691135149358	9564.605478855476	4510.379488419067	5799.035727106126	3673.243828021701	2449.795815091576	1860.0243133798667	4166.742181757955	3013.454186203904	1796.173807380419	15708.400782562703	4421.516391891074	6895.350980552394	5317.698470949147	4796.068666634804	12882.882026807083	5352.031060828391	14478.655659865708	8526.46167707839	24073.148241152307	9755.157907409955	21857.856086453903	11647.894069380734
PWY-7431	2803.6773867916286	1578.4715006006322	1902.3777501210463	2013.4874538888007	1195.255283916468	1372.3068039289467	519.2245407513676	528.1579788935082	594.9425881906427	574.3458753415986	528.9568707669375	733.226174739625	337.68155724120913	531.4071312831745	991.1636195425262	804.7380860770627	893.418882564554	708.0108012977679	321.2235325830581	900.969039828955	742.7753408035247	611.5036844963481	372.0083974807558	326.7203079800585	30.733967087026645	47.216658879480256	60.92465115470581	101.19823177413949	42.64462089316061	47.51621851712342	54.60803415404899	81.19175893162881	49.270201911028266	74.40143357807767	95.81944281180206	38.642688056385374
PWY-7446	5.75	12.75	12.5	14.729912614833072	10.25	12.5	6.965672812867791	13.0	4.504950495049505	3.25	45.5	832.0	221.50000000000003	309.75	59.75000000000001	272.5	1478.25	172.5	300.5	12.5	0.0	9.5	8.0	534.2992399026825	112.75	383.0	155.0	2.25	9.75	3.5	1.0	0.75	0.0	8.25	0.0	3.152173913043478
PWY-7456	81.50110395477236	61.03030248983256	181.45701872355187	21.4433702967523	0.0	0.0	42.76443326801528	0.0	0.0	38.33543691327807	1309.8019636897393	2622.846496692658	1042.784993529273	976.59006951525	2165.658369157982	51.42590000643065	65.9804311448975	181.2268925281716	0.0	74.71026779262323	130.51986045466506	0.0	131.33053542529808	4506.447551038309	571.4481470337147	1324.639141211567	766.0607365136483	56.05025735752846	171.00954223403306	0.0	517.8271914825991	17.930382740212526	319.6929178036342	2040.7497372885784	5266.399847524434	2411.43295496401
PWY-7527	0.0	0.0	25.973193649585053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.102615681573702	32.90621819046537	18.1324836659738	0.0	32.850961217830644	0.0	28.74233791290313	0.0	15.052533990909245	25.672634712566573	0.0	0.0	0.0	113.2569234830844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7539	7705.150997952272	4346.622996419355	4084.52114036786	7341.798427301694	3906.4328932648855	3609.601775758895	4493.656692754279	2420.108420210893	2009.796064695748	1691.3973995445572	6116.385575181262	10796.907092681511	4746.255511188896	4403.1735671322285	8059.615104603862	2552.0164245635447	3349.8168241270687	1869.169582878776	1331.1844440701086	1551.2707637769784	2375.06430587388	1686.2104592365106	966.3787648477536	13760.82928602688	2496.6015700625053	3724.1791795193935	2526.7833949847263	9531.792910893491	10266.507579230112	10010.830079527368	27268.54508908224	13172.812451307089	24781.001375826665	6485.01339180822	26324.544707828827	19287.148835359723
PWY-7560	4820.946845449831	4024.025854136939	4443.606340488984	7240.975768960373	4434.225420917148	2614.638703705816	4734.702278632338	1934.345319821835	1772.084502020037	1611.2298772148088	6674.505034588517	11568.632608472348	4599.591745070423	4383.943075386748	8742.532013478773	2331.13814755528	3364.65226995078	1973.0509882913348	1394.1708634694096	1066.843862596816	2284.30309607495	1319.8730399211588	768.9089112987143	15873.621824069953	2150.161807318432	4657.21630255401	3237.3565352745954	23648.02446888741	26962.49768656595	14064.577683474286	18126.243077663563	15446.027258672571	18252.09721745549	9261.183358524991	20928.79280461106	22063.056707713426
PWY-7616	114.20311171846718	101.6056693268321	29.41104820515446	0.0	19.20608693299176	30.825264282133475	57.93485357564303	16.284232995489972	77.66266847780393	40.27353773775027	225.4669690477521	520.7731576867335	107.51566513383123	96.5415408592612	353.6149280992877	7.468389199269827	60.82653836776317	0.0	0.0	6.721891714897028	124.99554015427807	88.99547922110115	0.0	207.51136039299595	0.0	0.0	0.0	4.904497746230455	0.0	0.0	0.0	13.36892763433699	0.0	0.0	0.0	0.0
PWY-7644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.829268292682927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	30752.91601729704	57471.32046933093	37963.307370691015	38623.14477341819	43182.60513907977	40593.25521910587	64315.90131071352	37949.1136209554	6034.871537819413	31504.60133023828	12483.198195721146	23193.056682057875	10589.293293028908	14590.60837766591	17999.4854934088	14741.002686500133	19060.26179299422	40916.43984678535	12292.989707989009	3128.101766003296	20835.63791405693	13922.620550993926	46238.87355688192	26833.557380402108	22440.603395770195	22702.87840847276	27000.6089337624	76783.30917805928	103456.14631434732	86221.50787770958	84927.81248244605	46629.918829580296	73433.33545380076	115464.84459313146	72307.74446627665	90541.6566968102
PWY-7664	15376.55913120317	12904.765701014348	11794.004474867324	18636.08737263048	11258.130783179851	8259.69863859529	12242.833551040056	6418.502685803672	3853.9665761114215	4943.031316372435	6918.493414598467	13002.932294745216	5735.40096172991	7194.52111060183	10432.104983240835	6780.545864130746	8719.282852747514	5915.202959181698	3797.464964009107	2785.6228477040463	6165.508117888593	4268.451078693771	2847.810017409643	11799.905374034735	2747.561440911879	3014.1169576890093	2732.335266958473	831.3176059934169	489.5453365520999	377.5866030962656	448.2173513882627	724.7675150451969	619.3643259510582	559.9353415374396	2240.1449727276868	291.60811592728794
PWY-841	26282.22147620316	52504.88573312112	33769.83174175314	34500.322699481185	39193.4140171308	36585.85062911656	57599.73736369822	35052.97413104796	5086.162050970177	29054.06634466513	9565.027110632744	18148.6600333162	8679.202387040326	12964.806967327817	14060.763998135068	13362.09915007247	17341.75282477154	37711.35160353412	10523.177580662754	2422.697542316498	18388.751960531143	12633.161421073126	43093.208986124766	20210.74609778721	21484.178389293327	20344.437384647543	24161.76785827925	58873.15733730479	85987.91622777708	68742.06536952082	66134.09172571286	31299.678834692226	56898.36628572563	105721.58759289196	52997.93156994288	70295.2830310337
PWY-922	18305.259624599268	20579.170413581425	17946.415003517184	20363.247325822034	18767.17949557038	14750.32624966328	19680.5974860845	9825.545939129	3189.1631882699726	8643.668169166043	3346.8836038528816	7323.835700620947	4127.621945856688	7843.955861760771	5768.021983326997	8370.453878995422	10924.68471508566	12125.153091885795	8710.524302132293	1560.1416488660786	10101.795372902025	7051.510075355986	5949.811198100161	6201.623362519965	9813.049033924211	10135.13678248771	12210.04545092154	24258.90818962113	21915.53127685945	42770.82981079567	62426.43117883242	30030.8948442322	55489.45247472524	31829.576779987383	57830.80162245957	45515.62814491256
PWY0-1061	14557.0251534051	9257.44499792581	6794.265269765359	13729.458113739176	7437.199668001677	9151.00418279366	16784.189333323404	5627.730660271151	3009.376693113052	3439.3403645160715	5717.822341253844	11743.159017556944	5891.817584673568	6616.410685087103	7267.382218348231	5367.02039644643	9015.478590718812	3143.225682744352	3453.5186909256354	1684.7525130997258	5679.533526831652	2710.4262516736894	1853.4705250641568	10717.604147796685	3592.168793427915	5424.424223806189	4610.740156701877	1074.5118845590623	1284.3616389685517	552.6780540934521	1051.9742778610714	1030.181988599758	2115.367321963088	1863.3084536689769	2122.512327284801	665.2999814093633
PWY0-1241	2912.117810406147	2551.6843142688813	2477.5555774562977	5646.086329322371	2832.797184092345	1049.4918887934791	3651.8859446930105	1334.0425057757243	1163.2233409209596	914.2632234692924	1838.500465423857	3757.119601067367	1873.4393281506937	1917.4435245807456	2800.8844408446234	1668.4688641605592	2394.444092353302	791.6213232008387	900.8312591897308	626.8887095688118	1396.7252028569785	665.9022939334326	282.2892046788889	3298.821430689881	599.7870111556497	941.8042878579608	626.6528389002397	103.00976698913972	102.66412529614811	70.70462011185192	57.48320807392424	85.39748298065996	181.2959345256488	175.10086882995333	497.9549305175745	123.24843488467606
PWY0-1261	14158.70341656184	19396.633015111616	16268.386122908798	20308.21881080577	17384.47022145824	12131.789899634185	23221.098214327874	10142.748624971377	3493.5138623978683	7866.464005757313	7909.61109478355	15162.423859985898	6786.968995398321	7362.632965099731	11161.202486872106	7109.325380701327	10026.391682160624	7752.112054635562	5364.23814747892	1734.518016935005	8321.012091605116	4640.988659136386	4477.751259097671	16434.652800463566	5657.11677415552	7324.535083285368	5514.057446819844	1438.1230187540211	2553.250171070016	925.1922302559268	1147.9996344262538	2423.90351724657	4409.113798554799	3084.0058150153723	10004.440031519054	2191.022568708049
PWY0-1277	30.99427591019932	58.32353100670826	55.37121217674328	448.79129124529584	47.098068407608274	60.95870078089352	3435.3069559048804	58.61024042489052	16.45917304006801	7.747331491180204	490.116689553511	2047.7177488260625	680.4589362395176	798.3078043400694	615.1071409351525	586.6036806929147	2255.300032167392	384.05706946903314	517.256070731421	42.82917663802053	986.964117530004	65.98523972662939	35.56518323568361	1370.7685326717692	242.2118047352889	646.658664081501	272.2529358766255	11.872637633262672	38.771712109483616	59.83981259997592	5.4778021439923	4.090399282667658	0.0	34.69135327991107	0.0	12.85938696033624
PWY0-1296	23797.08614842891	45238.86186644559	28131.958167150337	27630.07161158688	32697.23956550884	33121.23731686001	51321.85474755171	30459.17672816853	3869.55553464048	25282.2201772772	6233.33694998343	12802.085542568137	6415.569919965623	10290.81002983957	9084.35939579157	10959.633134209573	14332.088711508684	32449.51607276121	8200.847244955923	1613.8298358063305	15750.01181381483	10576.736225658404	37674.186434194045	14255.678571962908	18489.220386444147	17584.05142861388	20819.342130374964	63070.871167197314	82068.37687434973	61446.97481414134	57985.18716308807	30179.41656574068	44312.94769227164	93909.04929153	43747.98084307733	66495.48337343191
PWY0-1297	23051.011851302654	45198.79500030169	28489.037858053875	28042.32923512376	33428.257283616505	32523.757788526884	51968.18381412608	30372.048301936804	3859.550843683004	25181.823987340453	5973.269736595744	12479.222103602342	6265.889667452162	10168.76660347953	8747.387946098113	11159.457336006531	14628.180937378766	32707.887474047893	9387.18551017012	1573.4395033243336	16266.136763189605	10665.393161068538	37607.34971725494	13089.830312098911	18563.32557744718	17258.7039112248	21502.93033999076	63679.73161074047	82847.29935555121	65399.65499374474	62228.63337125064	33203.513683487945	51892.8448850321	94718.49084863425	52829.70783979127	69273.4165794474
PWY0-1298	21368.997383295395	44455.44124106402	27754.40046162139	27132.1358187537	32654.876271972586	31510.288047796632	51561.30367930462	30011.60817624437	3661.405067697128	24939.051854077377	5569.230441459089	11594.928427625113	5695.492930859835	9635.307338962037	8132.163082980699	10725.93281570352	14410.529032724757	32351.12464553937	8739.816844857723	1374.8730883280307	15742.858285878005	10377.98845986926	37465.982919002105	12558.128593702986	18119.60406766281	16720.308419478206	20417.67275711042	63639.14842943227	82192.73498211768	66053.33771066478	59022.59001956828	32962.94631965382	48098.458138261405	91798.01293737131	47013.53378541668	69151.8510737942
PWY0-1319	30360.55053449297	54557.99438949832	36058.11326986627	36974.135351839424	41486.32821863845	38633.88756669818	58102.329700989765	35988.06193635661	5924.277447563202	29898.896958959333	11249.574180765218	20885.88120976176	9658.471767855808	14007.648423411178	16372.594174477365	14596.63919402972	18525.51429048777	39108.45682059464	13539.85169742647	3418.473519996467	19561.77832393807	13570.264675465498	43736.24987218304	23593.52768361043	22407.170232518434	21270.41747874324	26356.71435905056	78078.23487994615	103661.60451272893	88589.4593480875	90536.8292409018	52019.61433250151	83773.39838488468	112685.92660544207	87658.11073095289	91911.60029598507
PWY0-1338	19.49150360453141	23.733544136547632	18.62975609756098	193.19802217270868	15.831701673193306	41.95239908527437	2510.69	16.493023255813956	7.946518668012111	3.25	347.49643085313454	1120.995057461061	334.05274517029005	394.4121571626289	305.9624443936654	305.46087837347983	1508.108402937746	190.729281333543	309.9018518286769	25.80393905470277	585.8813717489293	31.93495959588289	9.285714285714286	1278.9715643133009	197.9547391669372	617.0460623401772	258.28294531893647	4.962132734185967	25.186890617963744	36.97973800784711	1.2476007677543186	1.7848862405200434	0.0	13.555417429483924	0.0	3.117448042532624
PWY0-1415	2123.3733324422824	2352.937393869002	2576.479868785104	3838.562213612096	2090.972504804421	1016.1613685147612	4242.443581033542	948.3061802706412	949.3590888407252	783.8492498193631	1868.8182702986744	3510.074393650415	1710.5777566140396	1759.2484753949632	2326.224763847378	1484.1713278016723	2717.4601194291263	527.7157087939329	899.6373907840336	324.06221538859853	1485.679829266311	535.8026560157377	278.02317011736926	3519.395176314418	783.3839524372282	1139.3189717763294	534.7910896013373	55.19135032916927	115.83784276158336	82.05829887015119	88.13278116669329	140.35543887125417	101.82053275184602	164.95645550206953	199.3558843125224	81.71204679964133
PWY0-1479	4801.156355253268	5172.612690665956	5471.385618500121	9247.509215493952	5608.141882565968	2495.667358447453	6680.129702235892	2283.316875878611	1784.816311055809	1605.7522923342658	3339.2656868786253	6519.79982871389	3027.538806312538	3145.313393142737	4650.426374939633	2611.598187570889	4015.924527027573	1160.7418500930778	1571.1123400859651	175.13673792897612	2508.5623279384554	1029.853061719578	508.130989909287	6012.1038077833855	1072.8466509207988	1696.8653634016523	1059.295726938126	206.0243058756645	332.90546381229166	141.74428584339287	206.76737751033835	365.5274959828596	494.45995179403553	2224.006922855628	1682.6925785084825	417.9107914621565
PWY0-1533	753.6309477265701	693.7143027175782	1204.7553052126432	937.7510926756048	666.6222088088621	746.9876113113235	3749.295791253679	69.28582995951417	230.174203681	158.4370395735594	402.3980513775553	1826.499833241284	561.5747214589005	656.5777155918449	603.1441678585552	469.0879290457817	2006.484068310992	329.90231495452	410.3197655445198	197.2815892991147	997.0002819035656	113.83074032691194	138.9995614676217	1664.1217100231872	220.9591468115472	741.965725417532	279.9110882714987	3.994726433750824	50.22360028172515	78.91593813464398	1.7776269941517393	43.80943006201398	172.5462159302182	42.94708761145818	174.4517257130817	35.632538846248124
PWY0-1586	28158.693176725003	48706.844182991474	31800.639260907887	33118.43238951934	36939.62237057254	35625.77680740244	54583.46221768256	32173.74519208967	5191.301414871354	26571.312026846936	8457.381154445166	17158.906449601098	8592.379508036896	12730.631428366749	12555.067125029314	13211.12045442334	17672.719003339673	34247.23224412772	12348.707544497223	2547.692883179672	17804.670961725955	11889.865423167774	38344.21154945385	17453.640880117975	20408.03215257704	20202.266257400803	24716.63922253454	69052.5399822562	93559.97402403867	82956.1220948149	87644.76310283488	47327.38407480279	83933.56859039115	101094.15758053432	83383.0012694784	85560.80777130152
PWY0-162	25878.78707450494	51469.074272474776	33494.04697574506	32611.274459734945	39021.33451744251	36149.23399008344	56576.57583549085	34455.96252549364	4846.730355166522	28651.063255398527	9539.374064501277	17868.15606811624	8494.31844092892	12688.603393640828	13948.53503253734	13215.970069189312	17161.62455758353	37642.53090400504	12111.714916101391	2553.094104407596	18525.980390040644	12676.145020039045	42649.23257481864	20367.494845230194	21614.24817406913	20357.222460858	25227.179163907047	56264.92075170159	84393.68538714558	74508.36784180746	75691.62012932687	36322.305361440776	67040.20802400843	107612.68069620912	63788.29018633737	73760.3063066146
PWY0-166	23820.3105051186	48345.88840321719	31243.70646147641	31658.03039718525	36481.91608016273	33543.292830767736	52914.5042521221	32307.46364815742	4627.457087510756	26765.932085217424	7996.596923154686	15403.607615719411	7498.940407228966	11544.27203435462	11905.926806251047	12337.672858426486	15947.161340989947	34840.669039459564	11267.178809410396	2260.023797756779	17064.481137576353	11696.120070846804	39816.34088570297	16598.51019343148	19823.399967952148	18149.49783592951	22851.958046521348	59546.38261319357	81856.65317776614	72233.6237240753	70157.76805861136	36289.99858826018	60481.329629188775	98506.46819564748	60065.40353073419	72627.22293804452
PWY0-321	75.79458968159949	79.25556968359423	118.17867562202493	379.49746807053	32.96155454740091	81.26305031493088	3221.7846147375603	38.44648187886988	61.65497802406047	29.563830765250547	459.9075560788399	2058.717873907707	572.7209640530472	741.8473528684916	655.7527201317071	522.0766397073163	2176.94315231581	335.2533818926154	492.5280332235674	31.736671612120112	935.8607375862516	37.97992301344724	21.955296446899432	1379.0834989729733	260.16185169108047	691.4851494392831	297.6929375349752	9.553344245229344	21.89399296679765	57.23365948917712	2.5094837434462978	4.042059995141339	0.0	21.99607107505668	0.0	5.976378082680361
