function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:5.1.1.1	78968.34	78332.63	60631.880000000005	56028.0	49428.92999999999	61787.89	58843.42999999999	65752.99	64221.99	74492.28	33300.94	43934.37	32004.960000000003	29935.17	44505.17	40378.990000000005	88273.31	55497.49	54303.84	65398.89	60958.16	98610.42	59473.56	7205.94	49463.73	12975.01	25174.15	11639.28	19489.8	19468.67
EC:5.1.1.13	36280.5	35651.13	28707.8	26021.0	23037.87	27329.8	26467.87	30721.07	30362.800000000003	35831.869999999995	8060.94	17371.1	11535.8	11386.0	19296.0	18122.0	42957.8	26828.56	24697.35	31850.42	28860.12	46111.0	29128.4	3072.0	24389.8	4275.49	7996.93	3827.59	7966.25	7082.86
EC:5.1.1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.67	13.0	6.0	0.0	5.0
EC:5.1.1.18	611.0	29.0	44.0	249.0	271.0	32.5	24.67	87.0	472.0	38.0	3302.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	2.0	0.0	0.0	1.5	0.0	0.0	0.0	78.67	73.0	45.0	16.0	71.0
EC:5.1.1.3	44857.59	41253.880000000005	31567.88	29088.5	25629.69	33541.64	30988.4	34287.32	33633.99	39126.53	21487.19	23247.96	17026.08	15288.5	23617.42	23897.57	46219.14	29999.370000000003	30222.97	35121.740000000005	32617.620000000003	50285.19	30925.36	4496.61	25622.480000000003	8983.51	16849.260000000002	7846.049999999999	11531.4	12920.69
EC:5.1.1.4	14.5	10.0	18.0	0.0	8.0	78.0	70.5	34.0	70.0	32.0	98.0	41.0	0.0	0.0	0.0	0.0	5.67	24.33	25.0	6.0	27.67	3.33	33.0	36.33	0.0	217.5	485.25	178.0	93.75	276.0
EC:5.1.1.7	40782.09	38464.880000000005	30226.88	27820.5	24491.69	30468.14	30699.57	32305.32	31364.59	36230.53	21266.19	21928.99	16046.28	15030.5	21768.42	21639.84	45942.72	30134.98	30464.1	35148.52	30592.62	49738.86	30466.060000000005	4439.4800000000005	25487.68	8507.779999999999	15747.94	6965.4	11042.33	12906.79
EC:5.1.1.8	12.0	22.0	7.0	0.0	35.0	40.0	12.67	18.0	40.0	17.0	0.0	0.0	5.0	0.0	0.0	2224.0	1305.8	1470.67	1612.41	964.4199999999998	1076.92	288.33	433.0	488.75	477.8	299.67	502.17	217.0	409.0	654.5
EC:5.1.2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.1.2.3	63.5	82.5	852.0	1338.0	1253.48	2857.5	2170.3900000000003	1122.34	112.0	59.5	7.5	6519.0	6810.16	6869.34	3309.5	3980.09	2049.1	1964.87	3157.9	1438.68	1650.57	5521.709999999999	903.8	822.75	812.1	2098.8900000000003	4399.9	1485.57	1928.0	2811.49
EC:5.1.3.1	44975.09	41432.380000000005	31929.88	29438.5	25655.69	33746.14	31359.57	34324.82	33689.59	39126.53	21593.19	23308.99	17356.08	15354.5	23647.42	23943.57	46215.34	29999.370000000003	30246.03	35142.74	32631.620000000003	50279.52	30919.36	4556.61	25639.68	9331.509999999998	17416.120000000003	7961.049999999999	11672.15	13282.27
EC:5.1.3.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	48.0	0.0	0.0	15.0	0.0	27.0	0.0	0.0	46.0	6.0	0.0	38.0	28.0	0.0	18.0
EC:5.1.3.13	12512.5	6039.13	2556.05	2714.9999999999995	1527.61	5451.05	4846.57	2968.82	3464.65	3456.12	15816.94	2471.55	2006.3	557.0	1976.0	7810.4	3225.5	2422.3	3512.6600000000003	1734.26	4129.26	3640.14	1621.0	1164.62	1302.1	4932.530000000001	8350.220000000001	3472.75	3364.9100000000003	6785.03
EC:5.1.3.14	41935.09	40057.380000000005	31130.63	28398.0	25390.19	33427.39	30538.07	34313.82	32903.14	39136.78	19369.19	21307.76	15278.28	14893.5	21702.42	24608.92	46284.64	29396.26	30611.95	34853.15	32053.2	50210.69	30939.560000000005	4402.06	25624.48	7520.54	14473.080000000002	6574.84	10559.84	12012.41
EC:5.1.3.15	58.59	193.75	579.8299999999999	809.5	1409.07	1551.59	1115.36	913.5	304.34000000000003	340.41	67.75	3526.99	3543.58	3485.5	2356.42	2705.59	2340.92	2205.6000000000004	5089.4400000000005	2529.6800000000003	958.45	3511.53	1202.56	987.41	806.5799999999999	898.3700000000001	2291.35	1319.9	1446.76	1524.62
EC:5.1.3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0
EC:5.1.3.2	51288.59	43209.64	32834.48	30402.0	26908.93	35472.74	33125.99	35120.63	34941.59	39919.02	34281.07	24145.57	17809.410000000003	15806.17	23768.42	27345.97	48365.59	33409.04	33183.44	38611.08	34567.77	51154.21	31821.86	5704.66	26632.28	12481.23	22744.6	9761.03	13283.54	17734.65
EC:5.1.3.20	718.5899999999999	173.75	572.8299999999999	840.5	1374.07	1517.59	1110.03	895.5	270.34000000000003	323.41	72.25	3648.66	3559.58	3497.5	2364.42	1079.59	1608.42	1774.9299999999998	4065.95	2152.26	505.03	3309.86	842.5600000000001	745.6599999999999	522.58	1514.84	3103.85	1444.15	1413.26	2023.7
EC:5.1.3.22	422.75	19.25	440.0	913.0	809.74	1388.75	1074.36	630.17	490.6	50.75	1774.75	3224.95	3369.08	3434.67	1624.75	13.75	12.75	14.5	176.27	10.25	19.5	2508.4	19.0	7.75	9.25	142.67000000000002	909.78	254.5	341.25	106.87
EC:5.1.3.23	38.5	10.0	0.0	0.0	0.0	75.0	64.5	0.0	0.0	0.0	0.0	19.0	0.0	2.0	2.0	0.0	0.0	33.0	13.0	2.0	7.0	0.0	6.0	0.0	0.0	124.5	145.5	72.5	56.4	101.0
EC:5.1.3.24	19.75	19.25	0.0	0.0	4.75	1355.0	5.5	536.5	19.0	12.75	61.92	3311.91	3313.92	3350.83	2235.42	25.75	25.75	12.5	11.75	10.25	12.5	11.0	13.0	3.5	3.25	26.5	847.7099999999999	255.92	331.42	50.5
EC:5.1.3.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	23.0	0.0	10.0	0.0	26.0	11.0	24.5	0.0	0.0	8.75
EC:5.1.3.29	254.59000000000003	189.75	626.8299999999999	897.9300000000001	1450.07	1515.09	1246.72	895.5	275.94	323.41	65.75	3518.94	3554.58	3487.5	2355.42	1837.92	2175.42	2696.33	4571.12	2756.59	1098.83	3802.1	1036.16	1003.91	677.5799999999999	502.0	1861.98	1086.8200000000002	1049.4299999999998	752.2
EC:5.1.3.3	46641.84	41507.26	31562.68	29389.5	25698.81	35824.19	32250.61	35375.39	33877.78999999999	39438.15	31797.380000000005	26341.140000000003	20267.230000000003	18685.5	25226.17	25504.34	46914.72	30561.17	31281.59	35455.41	33152.03999999999	50505.94	31306.36	4743.7300000000005	25902.73	8921.560000000001	17916.670000000002	8156.189999999999	12351.88	13520.19
EC:5.1.3.30	261.0	18.0	4.0	10.0	0.0	11.5	19.17	75.0	26.0	0.0	237.0	0.0	0.0	0.0	0.0	583.0	537.0	925.0	531.66	548.0	578.0	76.33	36.0	164.0	136.0	166.67000000000002	227.0	123.5	66.0	165.0
EC:5.1.3.31	261.0	18.0	4.0	10.0	0.0	11.5	19.17	75.0	26.0	0.0	237.0	0.0	0.0	0.0	0.0	583.0	537.0	925.0	531.66	548.0	578.0	76.33	36.0	164.0	136.0	166.67000000000002	227.0	123.5	66.0	165.0
EC:5.1.3.32	532.25	108.58	434.0	732.0	613.41	1475.75	1570.03	657.8399999999999	128.6	246.42	519.59	3484.2	3487.08	3573.67	1687.75	1249.08	1156.75	2018.1	1289.87	1096.25	1397.7	2688.4	112.4	381.5	285.25	1422.62	2898.99	1044.87	1096.87	1715.05
EC:5.1.3.4	36583.34	34566.630000000005	26433.88	24944.5	21829.67	28727.39	26917.62	28727.910000000003	27740.99	32335.03	12480.44	23058.21	18478.590000000004	18784.84	21695.17	18370.67	36729.92	22730.03	24394.01	27158.07	25922.4	46443.33	24878.46	3252.98	20550.63	3833.11	9190.71	5086.750000000001	9599.71	5930.5
EC:5.1.3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	6.0	19.0
EC:5.1.3.6	305.0	1024.0	427.0	669.0	621.99	66.0	1713.53	93.0	37.0	17.0	4588.0	164.25	71.0	24.0	51.0	2402.67	1316.0	1529.27	1905.88	1000.84	1220.7	2804.7699999999995	484.4	621.0	457.0	1393.84	2105.76	721.75	840.4	2015.63
EC:5.1.3.7	554.0	1106.5	70.0	35.0	0.0	310.0	404.5	451.5	403.0	17.0	4242.0	146.0	183.0	2.0	30.0	19.0	11.0	42.29	22.0	24.0	30.0	0.0	0.0	23.0	26.0	538.29	682.3499999999999	241.5	202.0	624.5
EC:5.1.3.8	1084.0	79.5	4.0	148.5	2.25	642.5	1107.5	270.25	89.0	3.5	7560.0	154.32999999999998	63.0	6.0	45.0	46.0	30.0	92.0	35.0	0.0	79.0	21.0	34.0	68.0	35.5	932.66	1597.16	692.62	508.27	1411.5
EC:5.1.3.9	67002.09	68292.38	54381.630000000005	49792.5	44053.94	53564.39	50334.9	58733.07	57435.74	67596.28	18828.19	36451.21	26272.380000000005	26460.5	39245.42	35343.59	79186.59	49689.66	48406.62	59248.59	54576.5	87284.56999999999	53337.66	6036.24	44558.58	5210.84	12489.72	7128.07	15968.43	9653.66
EC:5.1.99.1	1819.0	1133.5	36.0	156.5	10.25	744.5	1253.67	366.25	163.0	36.25	12556.0	365.83	120.4	20.0	41.0	725.33	621.0	1139.67	608.83	625.8399999999999	746.5	105.25	112.0	346.25	269.5	2164.56	3294.58	1304.29	998.52	2664.42
EC:5.1.99.3	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	3.25	0.0	0.0	0.0	1658.0	762.8	506.27	1266.72	422.67	498.87	2717.44	434.4	320.75	340.8	366.87	687.09	258.75	413.0	778.87
EC:5.1.99.4	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	78.0	38.0	18.0	73.0	69.0	41.0	0.0	0.0	0.0	21.0	161.0	147.0	121.0	69.0	207.0
EC:5.1.99.6	7392.25	2903.25	1007.0	1547.0000000000002	1013.49	3752.75	3819.37	1373.59	1459.6	157.25	15566.25	4310.53	4187.81	3665.34	1742.75	1889.75	846.75	719.77	1491.94	652.34	793.45	2755.3499999999995	552.4	609.0699999999999	617.55	4677.07	8128.6500000000015	2718.83	2585.73	6146.3
EC:5.2.1.1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	13.0	0.0	0.0	152.0	89.0	44.0	93.0	51.0	39.0	0.0	8.0	9.0	0.0	140.0	248.0	83.0	53.0	167.5
EC:5.2.1.13	208.0	18.0	0.0	0.0	0.0	3.5	4.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	13.0	0.0	0.0	0.0
EC:5.2.1.2	12.0	22.0	9.0	0.0	35.0	40.0	12.0	18.0	37.0	17.0	0.0	8.25	0.0	0.0	0.0	1723.25	775.0	545.42	1153.75	471.09	534.92	212.0	397.0	340.75	335.0	472.03	835.36	329.66	465.17	883.0
EC:5.2.1.4	19.75	19.25	420.0	669.0	591.74	1355.0	1077.36	536.5	19.0	12.75	2.75	3092.75	3182.75	3300.0	1580.75	713.0	623.55	1009.25	757.4699999999999	580.25	631.83	2577.15	61.0	169.5	135.05	309.12	1259.0	374.75	423.25	427.5
EC:5.2.1.8	112661.79	87567.64	69266.87999999999	67208.0	60408.240000000005	86357.19	79860.73999999999	77948.39000000001	72315.34	83170.56999999999	101789.57	74639.29	61194.65	55531.68	63971.77	72374.33	108184.21	75260.94	88972.92	84607.87	76463.33	126411.95	69913.86	15985.48	57426.23	41156.2	75834.90000000001	33080.14	40643.17	57822.17
EC:5.3.1.1	47101.09	43333.01	32021.68	29866.5	26270.55	33685.44	32316.3	34353.39	33985.78999999999	39455.4	26185.13	23490.390000000003	17068.68	15397.5	23613.42	24517.57	46763.34	30920.77	30911.75	35680.3	33199.29	52882.670000000006	30979.160000000003	4724.61	25806.48	9534.46	17684.96	8120.400000000001	11780.93	13693.59
EC:5.3.1.12	15429.59	10381.75	7853.83	7484.0	6103.320000000001	11694.59	9246.7	9418.25	8738.54	10011.91	10455.25	8584.39	7428.58	3876.5	7791.42	7592.59	10464.92	6818.93	8176.349999999999	7440.82	7954.2	11792.57	6720.56	1315.23	5107.88	2898.01	6175.28	3358.89	2714.0	3885.9
EC:5.3.1.13	2679.34	289.5	1044.83	1912.5	2247.56	3664.34	3274.3900000000003	1813.92	876.34	394.66	10045.5	7192.74	7055.66	6952.17	4061.17	3502.59	3002.9700000000003	3411.74	5995.57	3169.9300000000003	1738.65	6132.259999999999	1366.96	1360.91	1023.93	3949.25	7611.76	3106.8	3128.08	5548.120000000001
EC:5.3.1.14	743.25	154.38	465.8	757.0	634.61	1515.55	1362.4	676.2399999999999	206.4	388.62	446.19	3409.8	3449.88	3567.67	1654.75	691.08	691.75	1073.5	745.1999999999999	556.92	708.5	2625.4	116.4	218.75	148.05	907.72	2203.8900000000003	762.5699999999999	852.5699999999999	1140.5
EC:5.3.1.16	8341.59	3284.55	1471.63	2131.5	2344.02	4169.39	3916.57	1703.65	1680.7399999999998	513.11	15674.85	4484.29	4217.780000000001	3603.5	2494.42	3634.57	3065.42	3396.6400000000003	6256.76	3507.6800000000003	2054.78	3967.02	1452.56	1454.03	1042.6799999999998	5798.780000000001	9841.990000000002	3954.4	3372.17	7304.04
EC:5.3.1.17	4398.75	750.5799999999999	392.0	541.5	108.67	2803.25	1112.17	815.5899999999999	241.6	247.92	3834.09	3478.2	3780.08	3667.67	1709.75	674.42	595.75	1076.5	580.15	539.25	666.5	127.25	83.0	256.5	176.55	1598.38	3523.05	1168.07	1109.72	1891.14
EC:5.3.1.22	98.5	84.5	852.0	1338.0	1253.48	2847.75	2170.3900000000003	1166.34	118.0	59.5	83.67	6785.91	6902.33	6920.17	3903.17	4009.83	2137.3	2014.57	3177.65	1498.43	1674.63	5514.169999999999	902.4	809.0	844.3	1423.28	3733.1	1311.37	1794.96	2250.87
EC:5.3.1.23	1443.5	1073.0	716.0	716.0	732.99	329.5	1594.03	100.0	142.0	17.0	4515.0	208.0	19.4	6.0	2.0	1703.33	750.0	1238.27	1348.13	1698.42	542.4499999999999	2755.7699999999995	480.4	494.0	394.0	1725.5700000000002	2498.94	949.12	918.45	2367.46
EC:5.3.1.24	35648.59	33407.75	25810.08	23738.0	20932.32	28059.34	25449.2	28225.25	26989.19	31932.41	18297.25	19884.69	14996.98	15108.5	20098.42	20932.57	38124.42	24320.64	26193.1	28433.68	27101.78	41841.94	25308.560000000005	3982.03	21022.68	7486.78	14348.990000000002	7051.15	11100.5	11026.88
EC:5.3.1.25	2955.59	695.75	572.8299999999999	809.5	1431.07	2325.09	1398.36	902.17	275.94	325.41	1017.25	3764.94	3806.91	3628.17	2429.42	1293.92	1648.42	1830.33	4060.690000000001	2237.59	622.8299999999999	3399.24	1020.16	861.6600000000001	571.58	1181.0	2935.39	1529.8200000000002	1452.4299999999998	1647.95
EC:5.3.1.26	61005.0	62646.93	48741.6	44003.0	37658.07	48433.6	43919.07	53276.47	52092.6	63298.07	9692.54	31066.2	21535.6	23145.0	35170.0	34560.0	69951.0	41702.0	39966.66	49804.0	50450.0	75739.66	47767.0	5074.0	39848.0	3566.99	8852.67	6123.0	15075.34	6953.99
EC:5.3.1.27	326.5	86.0	637.0	798.5	1176.5	563.0	169.0	0.0	28.0	0.0	1828.0	0.0	0.0	0.0	46.0	85.0	46.0	75.0	756.0	484.12	86.34	532.0	12.0	0.0	0.0	258.17	556.45	146.9	106.2	410.9
EC:5.3.1.28	1242.43	1530.75	1222.66	1394.0	2217.4	2175.93	2272.37	1673.33	973.68	668.07	4466.25	4248.82	4243.08	3634.33	3132.09	3883.42	3979.09	4013.43	9072.18	4755.02	1487.61	4316.03	2026.72	1753.8199999999997	1332.71	2472.18	4874.74	2663.17	2646.9	3669.4
EC:5.3.1.29	403.0	0.0	22.0	244.0	218.0	0.0	0.0	87.0	465.0	38.0	1674.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
EC:5.3.1.30	255.84000000000003	293.5	587.8299999999999	809.5	1404.32	174.34	1142.36	370.33	292.34000000000003	327.66	95.0	282.66	169.5	50.83	730.67	3160.5	2790.67	3085.1000000000004	5538.29	3037.76	1465.95	3569.28	1213.56	1111.48	894.33	760.46	1255.17	997.25	1058.6799999999998	1269.38
EC:5.3.1.31	19.75	19.25	0.0	0.0	4.75	1364.75	5.5	536.5	19.0	12.75	2.75	3066.75	3170.75	3300.0	1580.75	5.75	12.75	12.5	12.15	10.25	12.5	5.25	13.0	3.5	3.25	30.5	832.0	221.5	309.75	27.75
EC:5.3.1.4	29537.25	30252.75	23847.25	21784.0	18964.74	23864.0	23485.53	25685.34	24325.25	28631.75	9982.75	17770.0	13572.21	14881.34	17466.75	13499.75	34072.75	20696.1	19817.870000000003	24810.48	23006.37	39949.44	23168.4	2250.5	19573.05	2639.1600000000003	6306.37	3044.72	7742.4	4784.5
EC:5.3.1.5	665.75	48.25	445.25	702.0	635.74	1670.0	1891.2	644.17	74.25	51.75	5875.92	3670.91	3587.25	3491.5	2313.42	2330.41	1305.75	1552.1	1859.11	988.73	1199.12	2857.48	507.4	564.25	512.25	1619.3000000000002	3183.59	1180.04	1327.77	2142.21
EC:5.3.1.6	48295.09	41941.880000000005	33085.88	31076.0	27798.17	34693.64	33576.28999999999	34456.32	34262.99	39231.53	24515.19	23293.46	17048.08	15270.5	23651.42	24636.57	46844.34	31695.370000000003	31467.12	37132.11	33296.21	55680.82	31040.76	4794.61	25795.68	9631.94	17937.230000000003	8205.45	11805.6	13872.81
EC:5.3.1.8	40731.59	39480.380000000005	31749.88	29599.5	26455.69	32345.64	29717.4	33950.82	33683.39	39169.53	19561.19	22779.090000000004	16791.08	15258.5	23599.42	25680.72	46970.740000000005	30501.0	31640.18	35729.5	33030.21	50752.23	31258.36	4666.16	25915.88	7200.7	14338.7	7012.549999999999	11223.15	11574.82
EC:5.3.1.9	45285.59	41277.880000000005	31606.88	29335.0	25884.19	33593.14	31023.07	34462.32	34138.99	39201.53	23323.19	23253.29	17026.08	15270.5	23611.42	24018.23	46219.34	30032.370000000003	30274.03	35132.74	32598.620000000003	50279.52	30937.36	4554.61	25621.68	9113.51	16914.0	7890.049999999999	11581.4	13297.19
EC:5.3.2.5	208.0	18.0	0.0	0.0	0.0	3.5	4.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	8.75	4.0	11.0	10.17
EC:5.3.2.6	37486.09	38251.380000000005	30986.63	28225.5	25277.94	31285.89	28344.4	33530.4	32295.14	39015.28	6019.6900000000005	22110.01	16177.25	15023.83	23456.42	25194.32	46757.62	30189.0	31085.85	35338.99	32825.869999999995	50414.53	31143.86	4528.71	25679.58	4368.92	9482.44	5520.14	9763.58	7472.179999999999
EC:5.3.2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	35.0	37.67	5.5	7.17	23.17	0.0	0.0	9.0	0.0	35.17	76.67	15.75	0.0	25.17
EC:5.3.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	112.0	91.0	67.0	37.0	91.0
EC:5.3.3.10	24.0	44.0	434.0	669.0	656.99	113.75	1089.86	42.67	74.0	34.0	0.0	157.25	234.33	134.67	74.0	3371.67	1508.8	1041.56	2385.87	880.0899999999999	1017.12	2932.4	811.4	637.75	662.8	977.36	1392.2	616.41	885.5	1699.87
EC:5.3.3.14	4466.59	3090.75	2029.83	2055.5	1945.07	4719.59	2153.36	2913.17	2528.34	3253.41	425.75	5216.66	5067.91	3907.17	4251.42	6769.99	3713.62	3277.6000000000004	5871.77	3061.68	3747.95	3974.53	1809.06	1349.21	1227.58	1642.04	3561.02	2387.4	2315.26	2191.45
EC:5.3.3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	572.0	531.0	906.0	508.0	519.0	558.0	74.0	40.0	157.0	110.0	25.0	60.0	4.0	15.0	11.0
EC:5.3.3.18	19.75	19.25	420.0	669.0	591.74	1379.0	1077.36	543.17	22.0	12.75	318.75	4811.75	4716.08	3735.67	3484.75	453.08	250.55	312.1	371.87	246.25	252.03	2616.98	255.4	300.5	173.05	1074.2	2521.26	1555.17	1299.92	1010.37
EC:5.3.3.2	37176.75	38063.38	30834.8	28283.0	24653.61	31026.55	28204.73	33198.24	32438.800000000003	38746.37	5941.1900000000005	21989.85	16176.18	15115.67	22775.75	20430.15	43229.87	26634.23	24577.2	31854.98	30803.67	49147.600000000006	29548.2	3084.88	24448.25	3643.15	8334.52	4293.9	8559.07	6102.06
EC:5.3.3.3	195.0	5.0	12.0	15.0	0.0	201.0	390.0	0.0	15.0	0.0	320.0	95.0	7.0	6.0	0.0	14.0	0.0	0.0	37.0	2.0	0.0	0.0	28.0	33.0	67.0	726.0	930.0	370.5	168.0	754.0
EC:5.3.3.4	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	5.0	4.0	0.0	0.0	1680.0	789.3	538.9599999999999	1288.47	419.42	492.42	2715.15	405.0	324.75	328.8	535.4100000000001	779.01	344.58	482.17	936.67
EC:5.3.3.8	31.75	41.25	425.0	669.0	626.74	1428.75	1084.03	561.17	56.0	29.75	2.75	3264.0	3405.08	3434.67	1654.75	1658.67	753.55	522.8100000000001	1295.95	437.0100000000001	516.62	2722.69	448.4	319.25	344.05	1095.61	2110.2000000000003	772.41	976.75	1431.62
EC:5.3.4.1	1402.59	193.75	581.8299999999999	871.5	1409.07	1563.59	1115.36	913.5	304.34000000000003	340.41	67.75	3597.66	3624.58	3493.5	2421.42	2778.84	2409.82	2267.9300000000003	5182.4400000000005	2580.6800000000003	1045.9499999999998	3511.53	1261.56	1041.41	802.98	1976.52	3696.2	1828.31	1812.1	2656.2
EC:5.3.99.10	52.0	29.0	314.0	398.0	575.0	237.0	50.0	0.0	13.0	0.0	67.0	0.0	0.0	0.0	23.0	75.0	62.0	48.0	388.0	257.0	54.0	266.0	24.0	11.0	9.0	146.0	300.5	77.5	59.5	232.67
EC:5.3.99.11	35.5	133.0	429.0	669.0	621.99	115.0	1153.36	18.0	37.0	17.0	0.0	0.0	0.0	0.0	0.0	1624.0	710.0	499.27	1244.47	419.42	476.12	2717.44	398.4	315.75	328.0	331.62	523.8399999999999	241.0	388.5	686.62
EC:5.3.99.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
EC:5.3.99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:5.4.1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	34.0	7.25	0.0	0.0	40.0
EC:5.4.2.10	43356.59	41203.380000000005	31553.88	28930.0	25637.44	32859.14	29913.4	34017.07	33575.99	39160.03	13186.19	22951.96	16915.08	15250.5	23570.42	23871.24	46182.34	29843.370000000003	30158.37	35093.740000000005	32522.620000000003	50252.19	30850.36	4476.61	25500.38	7390.38	14392.28	6936.23	10688.83	10861.81
EC:5.4.2.11	87723.59	89300.51	72005.18000000001	65695.5	57587.560000000005	71568.94	66652.76999999999	78109.89	76162.69	91159.4	23458.130000000005	45637.94	31888.480000000003	26436.5	49852.42	48071.32	104388.54	65391.66	60904.95	76810.32	73299.87	112878.69	70392.36	7624.04	57981.08	7985.179999999999	16890.86	9071.52	16629.35	13452.76
EC:5.4.2.12	264208.34	266541.69	209359.53	190191.0	165284.6	206259.54	197809.94000000003	225270.28	219886.84	261167.22	77859.92	132177.99	91595.36	86880.17	142747.17	133720.24	302021.81	186673.2	173304.65	221535.34	209755.36	334031.94999999995	204789.26	21409.28	170563.03000000003	28310.65	57940.73	28514.17	56985.98	46527.19
EC:5.4.2.2	45471.25	41194.38	31769.05	29284.0	24908.36	33498.3	31237.57	33952.99	33444.65	38832.87	21528.19	22966.38	17184.58	15305.67	22913.75	24500.82	45366.67	28746.46	27485.960000000003	33368.81999999999	32590.71	49684.68000000001	30526.2	4200.2	25492.35	9212.09	17143.34	7532.24	11410.72	13328.31
EC:5.4.2.6	32789.75	36135.38	28652.8	25726.0	22735.62	27661.05	26217.87	31152.24	29783.800000000003	35789.619999999995	9688.69	20472.35	14855.68	14826.67	20896.75	16453.75	42199.75	26288.9	23569.15	31441.81	28368.17	45886.25	28710.8	2700.75	24027.25	2699.2300000000005	6571.610000000001	3179.15	7529.4	4892.49
EC:5.4.2.7	42580.25	40941.88	31069.8	28743.5	24608.11	32406.55	29438.9	33639.74	33137.4	38764.62	12865.19	22372.8	16675.08	15156.67	22801.75	20953.15	43694.7	26823.5	25066.2	31177.92	31433.2	49180.19	29487.7	3291.12	24650.25	4473.5	9708.58	4809.18	8777.78	6847.66
EC:5.4.2.8	3636.59	1243.25	1024.83	1690.0000000000002	2007.31	2273.09	3283.56	1183.75	602.34	345.41	8584.75	4074.91	3729.38	3515.5	2466.42	3572.5	3076.02	3493.0	6027.98	3299.5199999999995	1764.58	6143.549999999999	1435.16	1382.91	1073.48	4422.5	7628.51	3138.63	3036.0	5963.97
EC:5.4.2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	18.0	2.0	0.0	0.0	12.0	0.0	11.0	0.0	2.33	0.0	8.0	8.5	0.0	202.0	389.33	220.0	79.4	306.5
EC:5.4.3.2	35.0	2.0	22.0	11.0	38.0	11.0	264.5	140.0	75.0	32.0	240.5	94.33	23.4	2.0	15.0	62.0	5.0	39.0	23.6	82.0	58.16	8.0	30.0	20.0	141.0	696.45	1354.58	465.12	391.27	1012.68
