function	073A	075A	081A	083A	085A	088A	097A	105A	106A	107A	215A	226A	227A	228A	235A	073B	075B	081B	083B	085B	088B	097B	105B	106B	107B	215B	226B	227B	228B	235B
EC:1.1.99.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	17.0	0.0	0.0	122.0	83.0	45.0	43.0	96.0
EC:1.10.2.2	12.0	22.0	9.0	0.0	35.0	40.0	12.0	18.0	37.0	17.0	0.0	102.25	15.0	8.0	7.0	2355.92	1349.0	1506.42	1707.75	992.09	1133.92	286.0	464.0	543.75	457.0	1011.05	1646.02	656.5799999999999	699.83	1684.25
EC:1.10.3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	11.0	0.0	0.0	17.0
EC:1.10.3.12	208.0	116.0	1256.0	1592.0	2300.0	948.0	200.0	0.0	52.0	0.0	268.0	160.0	48.0	0.0	92.0	300.0	292.0	192.0	1552.0	1108.0	304.0	1064.0	96.0	108.0	36.0	1492.0	3087.6800000000003	1086.6799999999998	608.0	1329.65
EC:1.10.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
EC:1.10.9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	53.33	14.0	19.0	33.33	24.67	23.0	0.0	0.0	7.0	26.0	0.0	9.0	5.0	0.0	0.0
EC:1.11.1.1	26186.0	28459.33	23236.0	20762.0	18439.67	21091.0	20955.67	24673.67	23865.0	28814.67	4494.34	14090.0	9453.0	11349.0	15756.0	13434.0	34077.0	21301.0	19613.0	26021.56	22896.67	37490.0	23173.0	2212.0	19633.0	1713.33	3996.67	2312.25	6928.0	3454.33
EC:1.11.1.10	73.0	68.0	450.0	669.0	674.99	108.0	1104.86	70.0	174.0	103.0	4.5	71.0	8.0	0.0	0.0	4414.4	2520.0	2873.01	3364.22	1877.51	2141.01	3075.15	858.0	958.37	897.8	1044.5	1858.08	720.93	1010.25	1903.93
EC:1.11.1.15	80680.93	76675.38	62325.96000000001	58632.49999999999	52252.490000000005	64677.73	62715.49	67043.99	64387.58	75032.19	45306.86	48236.61	36168.11	33619.5	47739.26	46966.89	92455.76	59233.34	62602.21	69479.62000000001	63404.41999999999	105621.13	61811.920000000006	9255.89	51474.31	19439.2	36863.79	16237.05	24277.31	28962.68
EC:1.11.1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	12.0	6.5	0.0	0.0	16.0	35.5	10.0	0.0	9.5	10.5	21.25	5.5	28.25	0.0	148.17000000000002	220.5	43.0	35.0	151.17000000000002
EC:1.11.1.21	31.75	41.25	427.0	669.0	626.74	1428.75	1086.36	561.17	59.0	29.75	7.25	3359.0	3411.08	3448.67	1663.75	1856.75	866.55	737.77	1404.37	520.76	588.87	2722.69	462.4	382.75	391.05	1210.49	2657.19	852.08	1087.58	1737.12
EC:1.11.1.5	765.5899999999999	195.75	163.82999999999998	171.5	822.0799999999999	1557.59	47.84	988.5	310.34000000000003	340.41	91.25	3775.74	3583.58	3535.5	2384.42	2748.26	2341.42	2322.67	5065.94	2659.19	1039.57	1009.75	1233.16	1098.41	870.5799999999999	2033.85	4487.53	1970.52	2177.05	3317.33
EC:1.11.1.6	258.59000000000003	343.75	1648.83	2274.5	3261.0599999999995	2170.59	2317.2200000000003	1042.5	471.34	431.16	220.75	3849.74	3718.08	3515.5	2487.42	8455.84	5286.52	4827.27	9947.91	4914.9400000000005	3335.37	7288.759999999999	2584.06	2282.91	1961.18	4639.67	8589.79	3664.49	3887.940000000001	6786.11
EC:1.11.1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.11.1.9	5174.75	3096.38	2268.8	2411.0	1878.61	4949.55	2481.4	2695.91	2685.8	3352.37	758.6899999999999	5492.35	5121.01	4011.34	3658.75	9214.4	3501.05	2157.84	4515.71	1921.74	4338.46	3984.1	2190.7	1595.94	1699.4499999999998	5832.490000000001	10072.35	4082.64	4196.76	7423.78
EC:1.11.2.4	610.0	87.13	15.8	88.0	32.870000000000005	26.8	13.87	58.07	126.8	308.87	55.94	61.6	10.8	0.0	0.0	17.0	32.0	0.0	14.0	10.0	15.5	0.0	12.0	11.0	0.0	227.33	393.67	160.0	85.0	234.09
EC:1.12.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	30.0	0.0	0.0	12.0	0.0	0.0	160.0	318.0	61.0	198.0	169.0
EC:1.12.1.3	9720.0	4751.0	74.0	196.0	180.0	1637.5	2291.5	300.0	938.0	0.0	2755.5	1032.5	39.6	6.0	45.0	0.0	8.0	92.0	35.0	246.0	82.0	36.0	42.0	143.0	339.0	4512.6	8084.0	2393.48	1950.48	5710.25
EC:1.12.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	66.0	0.0	0.0	46.0
EC:1.12.5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	6.0	16.0	10.0	0.0	0.0	18.0	62.0	0.0	0.0	0.0	20.0	0.0	0.0	224.0	447.0	167.5	67.0	284.5
EC:1.12.7.2	2382.0	29.0	62.0	550.0	444.0	18.5	16.17	208.0	1002.0	108.0	3446.0	56.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	1.5	0.0	8.0	7.82	0.0	347.0	848.5	237.93	162.75	566.4300000000001
EC:1.12.98.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	43.0	0.0	23.0	18.0	7.0	0.0	0.0	0.0	0.0	60.0	99.5	80.0	0.0	128.75
EC:1.12.98.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	22.0	20.0	0.0	30.0
EC:1.12.99.6	3409.0	346.0	8.0	311.0	53.5	6717.0	566.3399999999999	2713.18	302.0	165.0	4872.0	12909.66	13487.12	13742.68	6501.0	108.66	79.0	98.0	106.86	54.34	87.0	43.0	60.0	110.0	68.0	894.12	4397.32	1217.74	1544.74	1249.36
EC:1.13.11.1	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	35.0	20.0	0.0	0.0	1703.0	814.8	560.9599999999999	1303.47	419.42	471.92	2715.15	413.0	336.0	334.8	701.65	1044.26	438.58	560.17	1138.67
EC:1.13.11.11	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	71.0	20.0	0.0	3.0	112.33	68.0	83.0	80.25	91.25	105.08	0.0	8.0	66.0	47.0	479.17	791.4200000000001	284.67	133.0	460.0
EC:1.13.11.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.15	12.0	22.0	425.0	669.0	621.99	73.75	1077.86	24.67	37.0	17.0	0.0	149.0	203.33	134.67	44.0	1614.0	699.0	488.0	1242.12	409.0	473.0	2720.4	397.0	313.0	328.0	375.17	456.67	225.75	375.0	771.67
EC:1.13.11.16	19.75	19.25	418.0	669.0	591.74	1355.0	1074.36	536.5	19.0	12.75	2.75	3070.0	3170.75	3300.0	1580.75	5.75	12.75	12.5	175.87	10.25	12.5	2503.15	13.0	3.5	3.25	127.66	854.92	231.0	304.25	153.17000000000002
EC:1.13.11.2	714.0	145.13	643.8	884.0	1182.87	500.8	115.04	58.07	152.8	308.87	231.94	147.1	24.8	127.0	46.0	1034.73	753.6199999999999	1183.33	1466.66	1214.67	1108.67	805.6600000000001	362.5	465.38	288.0	1448.83	2694.64	875.84	569.4200000000001	1467.71
EC:1.13.11.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
EC:1.13.11.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	8.0	38.0
EC:1.13.11.27	24.0	44.0	436.0	669.0	656.99	80.0	1090.53	36.0	77.0	34.0	0.0	111.5	19.0	14.0	9.0	4111.25	2184.8	2062.09	3081.88	1497.51	1656.1699999999998	3005.7699999999995	858.0	896.75	813.8	1329.54	2221.2	810.16	1098.67	2304.42
EC:1.13.11.3	24.0	44.0	850.0	1338.0	1243.98	80.0	2163.06	36.0	74.0	34.0	0.0	40.0	16.0	0.0	0.0	4417.0	2592.6	2914.68	3572.93	1912.52	2100.18	5580.629999999999	866.0	950.0	889.6	884.9100000000001	1606.11	626.16	896.34	1620.34
EC:1.13.11.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	15.0	0.0	4.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	7.25	0.0	0.0	0.0
EC:1.13.11.4	19.75	19.25	420.0	669.0	591.74	1355.0	1074.36	536.5	19.0	12.75	2.75	3086.75	3175.75	3300.0	1580.75	121.75	81.75	56.5	272.47	71.25	55.5	2503.15	21.0	12.5	3.25	217.5	1150.0	325.75	378.25	172.0
EC:1.13.11.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	16.0	32.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
EC:1.13.11.49	52.0	31.0	314.0	398.0	575.0	237.0	50.67	0.0	13.0	0.75	67.0	35.5	18.5	0.0	23.0	126.33	108.5	125.0	430.66	333.5	104.83	289.58	43.5	149.25	48.0	412.67	856.1700000000001	235.67	136.0	464.17
EC:1.13.11.5	12.0	22.0	7.0	0.0	35.0	40.0	12.0	18.0	40.0	17.0	0.0	103.25	15.0	14.0	9.0	2238.0	1301.0	1462.67	1649.75	968.09	1077.25	286.0	445.0	560.75	485.0	761.2499999999999	1303.02	447.83	607.0	1347.5
EC:1.13.11.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.53	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	19.0	0.0	0.0	0.0	1641.0	737.0	509.27	1258.47	419.42	496.12	2717.44	398.4	340.75	328.0	441.42	828.34	289.5	452.5	890.79
EC:1.13.11.54	12.0	22.0	425.0	669.0	621.99	40.0	1077.86	18.0	37.0	17.0	0.0	19.0	0.0	0.0	0.0	1641.0	737.0	509.27	1258.47	419.42	496.12	2717.44	398.4	340.75	328.0	441.42	828.34	289.5	452.5	890.79
EC:1.13.11.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	19.0	5.67	16.5	7.17	3.17	0.0	8.0	0.0	0.0	30.17	54.67	15.75	0.0	25.17
EC:1.13.11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	25.0	0.0	129.5	206.5	70.0	33.0	174.5
EC:1.13.11.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.13.11.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	3.0	0.0	23.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
